,agency_name,agency_status,agency_address,agency_latitude,agency_longitude
1610,"Ambition Productions, LLC",OPERATIONAL,"2525 South Monroe Street, Tallahassee",30.4150328,-84.27862019999999
1611,SunTrust,OPERATIONAL,"123 South Monroe Street, Tallahassee",30.440997,-84.280463
1612,Prudential | Linda Roberts|Life Insurance & Financial Services,OPERATIONAL,"3301 Thomasville Road, Tallahassee",30.49560099999999,-84.2536303
1613,Florida Farm Bureau Claims,OPERATIONAL,"1614 Mahan Center Boulevard # 105, Tallahassee",30.457979,-84.23568499999999
1614,Fuba Workers Compensation,OPERATIONAL,"116 South Monroe Street, Tallahassee",30.441181,-84.2810609
1615,Nationwide Insurance: Joseph R Porter,OPERATIONAL,"12 1st Avenue Northeast, Cairo",30.87744440000001,-84.20762789999999
1634,"Second Chance Insurance Agency, LLC",OPERATIONAL,"830 East Shotwell Street, Bainbridge",30.9036833,-84.5665386
1658,Nationwide Insurance: Thai Chang Agency Inc.,OPERATIONAL,"3980 Peachtree Industrial Boulevard #100, Duluth",33.9833829,-84.1709036
1659,Fresenius Medical Care at Emory Johns Creek Hosp,OPERATIONAL,"6325 Hospital Parkway, Johns Creek",34.0667005,-84.1764319
1661,Chui Agencies,OPERATIONAL,"3620 Dekalb Technology Parkway Suite 160, Atlanta",33.88316,-84.27024569999999
1662,Morpho Trust USA,OPERATIONAL,"2206 Eastview Parkway Northeast, Conyers",33.666786,-83.975138
1663,"Pinkerton Financial Resources, LLC",OPERATIONAL,"3548 Old Milton Parkway, Alpharetta",34.0664818,-84.25614639999999
1664,CAG Insurance Group,OPERATIONAL,"6340 Sugarloaf Parkway, Duluth",33.990249,-84.0906421
1665,B F Re Underwriters,OPERATIONAL,"6455 East Johns Crossing # 310, Duluth",34.0624746,-84.16946229999999
1666,Andrew Herman,OPERATIONAL,"3556 Old Milton Parkway, Alpharetta",34.0665797,-84.2561037
1667,CSI Insurance Agency,OPERATIONAL,"316 Maxwell Road #100, Alpharetta",34.0669624,-84.3002351
1668,Fox Everett Insurance,OPERATIONAL,"12600 Deerfield Parkway # 100, Alpharetta",34.0895221,-84.2707736
1670,Guardian Life Insurance Co-America,OPERATIONAL,"12600 Deerfield Parkway, Alpharetta",34.0895221,-84.2707736
1671,Jason Wright - COUNTRY Financial representative,OPERATIONAL,"3325 Duluth Highway Ste 104, Duluth",33.9978861,-84.1392469
1710,Nationwide Insurance: John Hurst Insurance Group Inc.,OPERATIONAL,"3540 Wheeler Road Ste 108, Augusta",33.4850707,-82.07675259999999
1711,Insurance Designers of America,OPERATIONAL,"1450 Greene Street #95, Augusta",33.477174,-81.981906
1712,Aflac,OPERATIONAL,"1615 Hampton Avenue Northwest, Aiken",33.5750877,-81.7425079
1713,Mutual of Omaha,OPERATIONAL,"153 Davis Road #103, Martinez",33.5100107,-82.08428490000001
1714,"Affordable Insurance Agency, Inc.",OPERATIONAL,"2803 Wrightsboro Road #12, Augusta",33.47047360000001,-82.0364185
1715,Kelley Lawrence - State Farm Insurance Agent,OPERATIONAL,"4779 Washington Road, Evans",33.5599184,-82.1647608
1716,SunTrust,OPERATIONAL,"2901 Washington Road, Augusta",33.51182360000001,-82.0385659
1717,American Family Greater Augusta Branch American Family Insurance,OPERATIONAL,"4446 Washington Road, Evans",33.54354320000001,-82.1423365
1718,Hussey William,OPERATIONAL,"1450 Greene Street # 222, Augusta",33.4775239,-81.9819009
1719,Georgia Farm Bureau,OPERATIONAL,"2550 Georgia 88, Hephzibah",33.3125488,-82.1001778
1720,Aflac Augusta Ga,OPERATIONAL,"3150 Perimeter Parkway #115, Augusta",33.4910346,-82.08866929999999
1721,Hixon Insurance Inc,OPERATIONAL,"108 West Spring Grove Avenue, North Augusta",33.4951763,-81.97134319999999
1722,GEICO Insurance Agent,OPERATIONAL,"630 Crane Creek Drive Suite 303, Augusta",33.4966501,-82.07883149999999
1723,Georgia Farm Bureau,OPERATIONAL,"330 West Milledgeville Road, Harlem",33.416544,-82.31784499999999
1724,Allstate,OPERATIONAL,"0231, 119 Davis Road suite 9c, Martinez",33.509207,-82.084836
1725,Austin Taylor Insurance Agency,OPERATIONAL,"3703 Washington Road, Martinez",33.51469199999999,-82.0823118
1726,Chad Stalvey - State Farm Insurance Agent,OPERATIONAL,"1219 West Avenue, North Augusta",33.50744299999999,-81.9712304
1727,Owings Timothy,OPERATIONAL,"1 10th Street Suite 600, Augusta",33.4792875,-81.96856729999999
1728,Matt Murphy: Allstate Insurance,OPERATIONAL,"204 Pleasant Home Road, Augusta",33.5125618,-82.0707817
1729,Mark F Taylor & Associates LLC,OPERATIONAL,"114 Greenwood Street Southwest, Aiken",33.5653826,-81.7358735
1748,Global Insurance & Associates Inc,OPERATIONAL,"5108 Wrightsboro Road, Grovetown",33.4573646,-82.1952069
1773,L.A. Insurance,OPERATIONAL,"2841 Greenbriar Parkway Southwest, Atlanta",33.6893508,-84.491712
1785,Southern Employee Benefits,OPERATIONAL,"3334 Peachtree Road, Atlanta",33.8492074,-84.3708417
1786,Tristar Risk Management,OPERATIONAL,"1140 Hammond Drive Northeast J2075, Atlanta",33.9207434,-84.3497251
1805,Safeco Insurance Agent,OPERATIONAL,"3901 Roswell Road #115, Marietta",33.97848089999999,-84.43818999999999
1825,Aflac,OPERATIONAL,"2710 North Main Street, Anderson",34.530853,-82.66173300000001
1826,Best Buy Insurance & Financial Services,OPERATIONAL,"209 Pendleton Road, Clemson",34.6732571,-82.8119782
1828,SunTrust,OPERATIONAL,"1439 Sandifer Boulevard, Seneca",34.6914455,-82.9873963
1830,Shane Smith: Allstate Insurance,OPERATIONAL,"1376 Tiger Boulevard, Clemson",34.6873859,-82.8195374
1831,"Southern States Insurance, Inc. of Toccoa",OPERATIONAL,"1494 Rosedale Street, Toccoa",34.5797257,-83.31558609999999
1832,Jon Aprile - State Farm Insurance Agent,OPERATIONAL,"1026 ByPass 123, Ste D, Seneca",34.69359670000001,-82.9773884
1833,Skelton-Morris Associates,OPERATIONAL,"26 Chandler Center, Hartwell",34.36253299999999,-82.93521849999999
1834,Georgia Farm Bureau,OPERATIONAL,"341 West Howell Street, Hartwell",34.3566433,-82.94369180000001
1836,Jack Bradley Agency Inc,OPERATIONAL,"138 Market Corners Dr, Cornelia",34.53626169999999,-83.53829329999999
1837,"Marcengill Agency, Inc: Allstate Insurance",OPERATIONAL,"721 West North 1st Street, Seneca",34.6882808,-82.9698241
1838,Kim Sullivan - State Farm Insurance Agent,OPERATIONAL,"1701 Sandifer Boulevard, Seneca",34.685217,-83.00028999999999
1839,Gateway Financial Solutions,OPERATIONAL,"90 East Franklin Street, Hartwell",34.35246070000001,-82.9279478
1840,Georgia Farm Bureau,OPERATIONAL,"3793 Georgia 17, Eastanollee",34.5514579,-83.28228949999999
1841,Allstate,OPERATIONAL,United States,34.5806885,-83.3333749
1842,Julian Davis: Allstate Insurance,OPERATIONAL,"530 A Bypass, 123, Seneca",34.6979345,-82.9557602
1843,Louise T. Morris,OPERATIONAL,"141 West Savannah Street #103, Toccoa",34.58052230000001,-83.33228299999999
1862,Bob Bate Insurance & Financial Services,OPERATIONAL,"450 U.S. 123, Seneca",34.6977806,-82.9498825
1883,Amcor Inc,OPERATIONAL,"810 Macon Highway, Warrenton",33.3978619,-82.6761903
1884,Lenny Schaeffer - State Farm Insurance Agent,OPERATIONAL,"634 Main Street, Thomson",33.4791808,-82.50533329999999
1885,Brian Machalk - Aflac Insurance Agent,OPERATIONAL,"2042 Paul Cobb Rd, Bartow",32.98483449999999,-82.5316965
1886,Ricketson Insurance Solutions,OPERATIONAL,"955 Augusta Road, Thomson",33.4587045,-82.48039349999999
1887,James D Usry - Aflac Insurance Agent,OPERATIONAL,"3149 Quail Farm Road, Thomson",33.39315759999999,-82.49119879999999
1888,Ricketson Insurance & Realty,OPERATIONAL,"556 Main Street, Warrenton",33.4070508,-82.6629913
1889,Yeomans Agency,OPERATIONAL,"606 Mulberry Street #87, Louisville",33.0001578,-82.4088305
1890,Allstate,OPERATIONAL,"955 Augusta Road, Thomson",33.4586874,-82.4803982
1891,Cotton States Insurance,OPERATIONAL,"103 West Broad Street, Louisville",33.00018419999999,-82.4091687
1892,Parker Insurance,OPERATIONAL,"132 East Church Street, Sandersville",32.9812042,-82.8100712
1893,Jonathan Kent - Aflac Insurance Agent,OPERATIONAL,"316 Johnson Street, Warrenton",33.40566559999999,-82.6560085
1894,Wade Register - State Farm Insurance Agent,OPERATIONAL,"110 Martin Luther King Junior Avenue, Sandersville",32.9689095,-82.8093287
1895,John Carter - COUNTRY Financial representative,OPERATIONAL,"106 West Broad Street, Louisville",32.9996655,-82.4095111
1896,Craig King - Cotton States Insurance,OPERATIONAL,"1258 Washington Road, Thomson",33.490562,-82.5041311
1897,Direct Auto Insurance - Thomson,OPERATIONAL,"679 Main Street, Thomson",33.4827599,-82.5068467
1898,Nationwide Insurance: R M Bush & Company,OPERATIONAL,"125 East Church Street A, Sandersville",32.98213639999999,-82.8100341
1899,Allstate Insurance Agent: Aaron Myers,OPERATIONAL,"1253 Washington Road, Thomson",33.490497,-82.50550899999999
1900,MetLife Auto & Home dba Wells Insurance Brokers LLC,OPERATIONAL,"Liberty Street, Waynesboro",33.099109,-82.022402
1919,Handberry Don,OPERATIONAL,"121 West Broad Street # 1, Louisville",33.00004879999999,-82.4096205
2007,Adela Ford - COUNTRY Financial representative,OPERATIONAL,"105 West Broad Street, Camilla",31.2313253,-84.2125847
2013,Alfa Insurance Co,OPERATIONAL,"604 North Slappey Boulevard, Albany",31.58441119999999,-84.1755017
2014,Abacus Group,OPERATIONAL,"2541 Lafayette Plaza Drive, Albany",31.611841,-84.22209900000001
2033,Evans Jenelle,OPERATIONAL,"803 North Slappey Boulevard # A, Albany",31.58833060000001,-84.1763802
2054,Melinda Taylor - State Farm Insurance Agent,OPERATIONAL,"231 South Broad Street Suite 1, Bainbridge",30.90433160000001,-84.5754019
2055,Nicholas Thomas Clerk's Office,OPERATIONAL,"10 East Jefferson Street, Quincy",30.58790840000001,-84.57654769999999
2056,Palmer Insurance Agency,OPERATIONAL,"312 East Shotwell Street, Bainbridge",30.9037944,-84.57446619999999
2057,Forsyth Insurance,OPERATIONAL,"725 East Shotwell Street, Bainbridge",30.9041255,-84.5695033
2058,"Steve Elrod & Associates, Inc.",OPERATIONAL,"623 South West Street, Bainbridge",30.9003893,-84.5764409
2059,Reynolds-Jeffords Insurance Agency,OPERATIONAL,"322 South West Street, Bainbridge",30.9032198,-84.5767403
2061,G W Insurance,OPERATIONAL,"105 North West Street, Bainbridge",30.9059725,-84.5766909
2062,"Second Chance Insurance Agency, LLC.",OPERATIONAL,"1609 E. Shotwell Street, Ste B, Bainbridge",30.90595559999999,-84.5755207
2063,Lance Wilson - COUNTRY Financial representative,OPERATIONAL,"814 South Scott Street, Bainbridge",30.8984627,-84.56843429999999
2065,GW Insurance Agency,OPERATIONAL,"223 South Sims Street, Bainbridge",30.9041346,-84.5612084
2066,Clenney Insurance Agency,OPERATIONAL,"1712 East Shotwell Street, Bainbridge",30.9034744,-84.5467767
2068,Eric Taylor - State Farm Insurance Agent,OPERATIONAL,"35 East Washington Street, Chattahoochee",30.7012843,-84.8343189
2069,State Farm Insurance,OPERATIONAL,"431 2nd Avenue Southeast # A, Cairo",30.8755722,-84.20201870000001
2071,New York Life,OPERATIONAL,"127 West Railroad Street South, Pelham",31.1267029,-84.15247889999999
2090,Trulock Agency,OPERATIONAL,"525 South West Street, Bainbridge",30.90131,-84.57633659999999
2147,La Sha Robinson - Aflac Insurance Agent,OPERATIONAL,"281 Hidden Meadows Drive, Maysville",34.251292,-83.551593
2172,Navigator Benefits,OPERATIONAL,"12460 Crabapple Road, Alpharetta",34.0858388,-84.356916
2184,Roxi Perkins: Allstate Insurance,OPERATIONAL,"1080 Cambridge Square Ste B, Alpharetta",34.06807759999999,-84.3151816
2204,Jim Strickland Insurance,OPERATIONAL,"1041 Cambridge Square # A, Alpharetta",34.067593,-84.315105
2232,Aflac,OPERATIONAL,"2733 Sheraton Drive # 175, Macon",32.8776548,-83.66390860000001
2235,Southern Trust Insurance Company,OPERATIONAL,"5444 Riverside Drive, Macon",32.93850559999999,-83.71962300000001
2236,Georgia Farm Bureau,OPERATIONAL,"100 Northside Crossing, Macon",32.8967443,-83.7027347
2242,Longevity Planning,OPERATIONAL,"Carriage Hills Drive, Griffin",33.2346567,-84.3023554
2261,Insurance Brokers-Georgia Inc: Shaw Wanda D,OPERATIONAL,"212 South 10th Street, Griffin",33.2466493,-84.2685173
2290,Sammons Insurance Inc,OPERATIONAL,"131 South Harris Street, Sandersville",32.98187259999999,-82.81072120000002
2291,Primerica Financial Services,OPERATIONAL,"504 South Harris Street, Sandersville",32.9738709,-82.8095574
2292,Horace Mann Insurance Co,OPERATIONAL,"312 East McCarty Street, Sandersville",32.98858699999999,-82.8070527
2293,Scarbrough Insurance,OPERATIONAL,"114 Malone Street, Sandersville",32.9838354,-82.81128249999999
2294,Gail Wiley - COUNTRY Financial representative,OPERATIONAL,"310 South Harris Street, Sandersville",32.9782604,-82.8110185
2295,Farmers Insurance - Ricky Peebles,OPERATIONAL,"112 North Harris Street, Sandersville",32.9832448,-82.8106099
2297,Keystone Insurance Group,OPERATIONAL,"6, Georgia 56, Swainsboro",32.6492778,-82.3114458
2298,"Dawson, Taylor & Co Agent: Becky Cates",OPERATIONAL,"525 West 6th Street, Waynesboro",33.0875848,-82.0220239
2299,Black's Insurance Agency Inc.,OPERATIONAL,"147 East Church Street #2, Sandersville",32.98168089999999,-82.8092293
2318,Georgia Farm Bureau,OPERATIONAL,"47 East Main Street, Gibson",33.23356999999999,-82.5947929
2337,Senior Life Insurance Company,OPERATIONAL,"1 Senior Life Lane, Thomasville",30.8171043,-84.00244300000001
2339,Acceptance Insurance,OPERATIONAL,"15020 U.S. 19, Thomasville",30.8540691,-83.9442311
2342,Thomas County Farm Bureau: Simmons Eddie,OPERATIONAL,"2376 Georgia 122, Thomasville",30.8541799,-83.939407
2343,Big Oak Benefits Group,OPERATIONAL,"116 East Monroe Street, Thomasville",30.840639,-83.982333
2344,Holwell-Fletcher Insurance Agency,OPERATIONAL,"603 East Screven Street, Quitman",30.7844454,-83.55492369999999
2345,1st Choice Insurance Agency,OPERATIONAL,"1100 East Jackson Street D, Thomasville",30.84785029999999,-83.96423260000002
2346,J Keyton Co,OPERATIONAL,"518 North Broad Street, Thomasville",30.8424059,-83.9844679
2348,Stephen Gainous - State Farm Insurance Agent,OPERATIONAL,"117 West Jefferson Street, Thomasville",30.837945,-83.981681
2349,Forsyth Insurance,OPERATIONAL,"127 East Jackson Street, Thomasville",30.8381023,-83.97951139999999
2350,J Smith Lanier & Co,OPERATIONAL,"327 North Broad Street, Thomasville",30.8399493,-83.9828936
2351,"Jason Morris Insurance Agency, LLC",OPERATIONAL,"27 2nd Avenue Southeast, Moultrie",31.1780915,-83.7880861
2352,Lewis Insurance Inc,OPERATIONAL,"127 East Washington Street, Thomasville",30.84029199999999,-83.980987
2353,South Ga Benefits Consultants,OPERATIONAL,"312 North Crawford Street, Thomasville",30.8407487,-83.9807196
2354,Taylor Benefit Resource,OPERATIONAL,"164 Commercial Drive, Thomasville",30.8500023,-83.94283349999999
2356,Farmers Insurance - Venice Causey,OPERATIONAL,"107 North Crawford Street, Thomasville",30.8386471,-83.9794781
2375,"Swann Insurance, Inc.",OPERATIONAL,"235 East Washington Street, Monticello",30.5449674,-83.86897309999999
2405,Cotton States Insurance,OPERATIONAL,"113 South Tallahassee Street, Hazlehurst",31.8601433,-82.6043684
2406,Cain Agency Inc.,OPERATIONAL,"113 South Tallahassee Street, Hazlehurst",31.8601524,-82.6043597
2408,Title Cash,OPERATIONAL,"338 East Parker Street, Baxley",31.7765177,-82.34330279999999
2451,Lane Kelly,OPERATIONAL,"7 Simmons Shopping Ctr, Statesboro",32.4487876,-81.7831674
2452,Georgia Farm Bureau,OPERATIONAL,"940 Northside Drive East, Statesboro",32.4436907,-81.7680453
2453,Nicole Guarino - State Farm Insurance Agent,OPERATIONAL,"100 Brampton Avenue #1D, Statesboro",32.4130291,-81.7683626
2455,Metter Insurance Agency,OPERATIONAL,"59 East North Broad Street, Metter",32.398129,-82.060433
2456,Tiffany Warnell - State Farm Insurance Agent,OPERATIONAL,"10 Stephens Street, Pembroke",32.13506489999999,-81.6237584
2457,Dewitt Insurance,OPERATIONAL,"701 Piedmont Loop # 400, Statesboro",32.4321966,-81.75968000000002
2458,Deloach Odell and Associates - New York Life,OPERATIONAL,"5 North Newton Street, Claxton",32.1619912,-81.90473440000001
2459,DeLoach Insurance Agency,OPERATIONAL,"13 West Main Street, Claxton",32.16145739999999,-81.9055518
2460,Threlkeld Insurance Agency,OPERATIONAL,"604 South Main Street, Glennville",31.9300004,-81.9318486
2461,Shane M Hadden Insurance Agency,OPERATIONAL,"64 North Rountree Street, Metter",32.398924,-82.06092
2462,JJ Puccio - State Farm Insurance Agent,OPERATIONAL,"441 South Main Street Unit 124, Statesboro",32.43575399999999,-81.7854079
2463,Beasley's Insurance Inc,OPERATIONAL,"327 North Duval Street # B, Claxton",32.1632884,-81.9039991
2464,Parker Insurance,OPERATIONAL,"117 South Main Street, Reidsville",32.0862257,-82.1165334
2465,Jones & Boyd Insurance Inc,OPERATIONAL,"8 South Rountree Street, Metter",32.3969578,-82.0617343
2466,"Jones Land Title, Appraisals & Insurance",OPERATIONAL,"231 South East Broad Street, Metter",32.3971887,-82.0638632
2467,Georgia Titles,OPERATIONAL,"58 South East Broad Street, Metter",32.3970671,-82.06024350000001
2468,Chris D Webb Insurance,OPERATIONAL,"220 South Rountree Street, Metter",32.39531710000001,-82.0619157
2469,Caughey Hearn - State Farm Insurance Agent,OPERATIONAL,"7573 U.S. 280, Claxton",32.1605872,-81.92563299999999
2470,BestRate Auto Insurance,OPERATIONAL,"1180 Northside Drive East, Statesboro",32.4465065,-81.7703789
2489,"Houston-Lovett & Associates Insurance Agency, LLC",OPERATIONAL,"1831 Northside Drive East, Statesboro",32.4544678,-81.77645129999999
2580,Fountain Financial Services,OPERATIONAL,"15 5th Street Southeast A, Moultrie",31.1795445,-83.7826874
2581,Parker Keith,OPERATIONAL,"501 South Main Street, Moultrie",31.1745547,-83.7884974
2582,David Whittington - COUNTRY Financial representative,OPERATIONAL,"280 West Bypass, Moultrie",31.183417,-83.806561
2583,Woodmen of the World Insurance,OPERATIONAL,"159 Royale Road, Moultrie",31.2282172,-83.8220169
2603,American General Life,OPERATIONAL,"114 East Northside Drive, Valdosta",30.8693148,-83.28995390000001
2630,American Income,OPERATIONAL,"1701 Ellington Road Southeast # B, Conyers",33.625001,-83.98325009999999
2633,CorVel Corporation,OPERATIONAL,"2905 Premiere Parkway #125, Duluth",34.005757,-84.093159
2634,Sterling Life Insurance Co,OPERATIONAL,"3505 Koger Boulevard, Duluth",33.949735,-84.1233527
2641,Fuerza Latina Insurance,OPERATIONAL,"3750 Venture Drive Suite D-15, Duluth",33.9516212,-84.134114
2660,Blackburn Tabb Insurance Agency,OPERATIONAL,"1670 McKendree Church Road #400a, Lawrenceville",33.9910236,-84.03498080000001
2689,THE GEORGE FAMILY AGENCY,OPERATIONAL,"6150B Covington Highway, Lithonia",33.72378439999999,-84.164339
2692,American Income Life Insurance Co - Matt Hogan,OPERATIONAL,"1701 Ellington Road Southeast, Conyers",33.6250725,-83.9832417
2693,Farm Bureau Insurance,OPERATIONAL,"1120 Green Street Southwest, Conyers",33.6703846,-84.0250061
2697,Global Insurance & Associates Inc,OPERATIONAL,"5395 Jimmy Carter Boulevard #300, Norcross",33.9064704,-84.20553439999999
2717,Champions Benefit Approach,OPERATIONAL,"6340 Sugarloaf Parkway, Duluth",33.99024980000001,-84.0907063
2746,Georgia Farm Bureau Insurance,OPERATIONAL,"10386 U.S. 278, Covington",33.5957572,-83.82407409999999
2755,Bryant Insurance,OPERATIONAL,"320 South Madison Avenue, Monroe",33.7911594,-83.7105316
2774,Aaa Bob Miller Insurance Inc,OPERATIONAL,"120 South Cherokee Road, Social Circle",33.6558288,-83.7186608
2800,C Bennett & Johnson Insurance,OPERATIONAL,"3349 U.S. 84 #100, Blackshear",31.299371,-82.24804
2806,Woodmen of the World Lodge,OPERATIONAL,"2069 Golf Course Road, Blackshear",31.2482971,-82.3256236
2807,"McNeal, Sports & Company Insurance",OPERATIONAL,"240 Main Street, Blackshear",31.3042216,-82.240614
2808,Georgia Farm Bureau Insurance,OPERATIONAL,"1311 Broome Street, Nahunta",31.205231,-81.9795694
2831,Blackshear GA/Waycross GA,OPERATIONAL,"2000 Plant Avenue, Waycross",31.2227978,-82.3427289
2850,"Nationwide Insurance: Watson Insurance Group, LLC",OPERATIONAL,"267 Cleveland Street, Blairsville",34.8724923,-83.9559577
2852,Anne Rose Insurance Agency Inc.,OPERATIONAL,"620 Hill Street, Murphy",35.0976517,-84.0217897
2853,Georgia Farm Bureau,OPERATIONAL,"10856 Lakewood Highway, Morganton",34.8869634,-84.26210619999999
2854,Susan De Vries - State Farm Insurance Agent,OPERATIONAL,"321 North Main Street, Hiawassee",34.95204409999999,-83.75917249999999
2855,The Hensley Thompson Group,OPERATIONAL,"3990 Appalachian Highway, Blue Ridge",34.8713463,-84.3244572
2856,Barrett and Associates Insurance,OPERATIONAL,"333 Big Sky Drive, Hiawassee",34.9538854,-83.7570346
2857,"Moore Insurance Services, Inc.",OPERATIONAL,"150 South Main Street Unit C, Hiawassee",34.9455408,-83.7526894
2858,Donna Minnich - State Farm Insurance Agent,OPERATIONAL,"3043 Morrison Moore Parkway East, Dahlonega",34.5675895,-83.9684111
2859,Burch Insurance div. of Farley Insurance,OPERATIONAL,"232 Chatuge Way, Hiawassee",34.9433492,-83.7521927
2860,Allstate,OPERATIONAL,Murphy,35.0567822,-84.065123
2861,Esquire Insurance,OPERATIONAL,"1376 Georgia 515 E, Blairsville",34.8875975,-83.9394394
2862,Cotton States Insurance,OPERATIONAL,"357 Murphy Highway, Blairsville",34.880718,-83.9815584
2863,Allstate,OPERATIONAL,"157 U.S. 64, Hayesville",35.0341565,-83.82304289999999
2864,"Moore Insurance Services, Inc.",OPERATIONAL,"157 U.S. 64, Hayesville",35.0341557,-83.8230425
2865,Alfa Insurance,OPERATIONAL,United States,34.8791878,-83.9605503
2866,Kim Farner Insurance Agency,OPERATIONAL,"375 North Main Street, Hiawassee",34.95337419999999,-83.7592734
2867,"Moore Insurance Services, Inc.",OPERATIONAL,"458 HWY 515 East, Suite B, Blairsville",34.8803601,-83.95295089999999
2868,Jeff Davis - State Farm Insurance Agent,OPERATIONAL,"211 Cleveland Street b, Blairsville",34.8731704,-83.9561423
2869,Red Clay Financial LLC,OPERATIONAL,"1158 Grindle Bridge Road, Dahlonega",34.575243,-83.86805989999999
2888,Jacky Jones Insurance LLC: Allstate Insurance,OPERATIONAL,"2742 Highway 129 S, Cleveland",34.5583872,-83.7628593
2908,Insurance Center the Southeast,OPERATIONAL,Abbeville,31.5717415,-85.24978929999999
2916,Alfa Insurance,OPERATIONAL,"213 North Broadway Street, Ashford",31.1817964,-85.2370067
2917,Ron Abernathy - State Farm Insurance Agent,OPERATIONAL,"401 Kirkland Street, Abbeville",31.5648144,-85.25030129999999
2919,Alfa Insurance,OPERATIONAL,"106 West Washington Street ste a, Abbeville",31.5718682,-85.2512333
2920,Trust Way Insurance,OPERATIONAL,"119 Kirkland Street, Abbeville",31.5700573,-85.2501271
2921,Salter Insurance Agency,OPERATIONAL,"406 3rd Avenue, Ashford",31.184338,-85.2371464
2924,Alfa Insurance,OPERATIONAL,"800 Cleveland Street, Headland",31.33612739999999,-85.3363708
2925,i GO Insurance,OPERATIONAL,"202 Kirkland Street, Abbeville",31.5691052,-85.2506607
2926,Lisenby Financial Services,OPERATIONAL,"107 Professional Lane #3875, Dothan",31.2288139,-85.4158605
2945,Rock Financial & Insurance Group,OPERATIONAL,"13196 Magnolia Street, Blakely",31.3801824,-84.92225499999999
2964,Bill Richard - State Farm Insurance Agent,OPERATIONAL,"20 East West Montgomery Cross Road, Savannah",31.999038,-81.1233749
2965,Victor P Schutz Iii - Aflac Insurance Agent,OPERATIONAL,"130 Canal Street #602, Pooler",32.1310107,-81.2548247
2966,GEICO Insurance Agent,OPERATIONAL,"7601 Waters Avenue Suite M, Savannah",32.0032647,-81.1025295
2967,Imerys,OPERATIONAL,"51 Johnny Mercer Boulevard # A4, Savannah",32.0355084,-81.010932
2968,William Olmstead - Health Insurance Services,OPERATIONAL,"7505 Waters Avenue, Savannah",32.0046042,-81.10233079999999
2969,Gary G Oetgen Insurance,OPERATIONAL,"7505 Waters Avenue # C1, Savannah",32.004365,-81.1028417
2970,SunTrust,OPERATIONAL,"2505 Abercorn Street, Savannah",32.0530375,-81.0997733
2971,Mark Eller - COUNTRY Financial representative,OPERATIONAL,"10500 Abercorn Street Ste E, J, Savannah",31.9855765,-81.1313969
2972,SunTrust,OPERATIONAL,"33 Bull Street, Savannah",32.0792598,-81.0919976
2973,Willis Personal Lines Inc: Stuart Mary,OPERATIONAL,"7 East Congress Street, Savannah",32.0794701,-81.09142729999999
2974,SunTrust,OPERATIONAL,"215 Main Street, Garden City",32.1082345,-81.1474922
2976,Nationwide Insurance: Kingery & Company,OPERATIONAL,"315 Commercial Drive Ste A3, Savannah",32.0043578,-81.10822399999999
2977,Marianne L. Fischer: Allstate Insurance,OPERATIONAL,"2250 East Victory Drive Ste 101, Savannah",32.0378931,-81.05810819999999
2978,Love Insurance,OPERATIONAL,"10500 Abercorn Street, Savannah",31.9857159,-81.1316089
2979,SunTrust,OPERATIONAL,"21 William Pope Drive, Bluffton",32.2974106,-80.9493451
2980,CFS Insurance,OPERATIONAL,"100 Blue Heron Drive, Savannah",32.0300474,-80.96565
2981,SunTrust,OPERATIONAL,"324 Johnny Mercer Boulevard, Savannah",32.0146852,-80.9816891
2982,Lynn Walker - State Farm Insurance Agent,OPERATIONAL,"6710 Johnny Mercer Boulevard, Savannah",32.0195027,-80.9750241
2983,Ila-Employers Welfare Fund,OPERATIONAL,"10 Mersey Way, Savannah",32.050661,-81.16440600000001
3002,Lee Hill & Rowe Insurance,OPERATIONAL,"7031 Hodgson Memorial Drive, Savannah",32.009675,-81.10947000000002
3024,Candra Warren - State Farm Insurance Agent,OPERATIONAL,"127 South Main Street, Ellijay",34.6932494,-84.4836138
3025,Hawkins Lequida,OPERATIONAL,"6 Sailors Drive, Ellijay",34.6908033,-84.4779241
3026,Smart Cash,OPERATIONAL,"368 Craig Street #102, East Ellijay",34.6817795,-84.47456269999999
3028,National Title Pawn,OPERATIONAL,"3835 Appalachian Highway, Blue Ridge",34.871837,-84.327804
3029,"Southern States Insurance, Inc. of East Ellijay",OPERATIONAL,"489 Highland Crossing #206, East Ellijay",34.6626915,-84.48799559999999
3030,National Title Pawn,OPERATIONAL,"923 Industrial Boulevard, Ellijay",34.6855053,-84.47891010000001
3031,Appalachian Insurance Services,OPERATIONAL,"161 Ocoee Street, Copperhill",34.98927,-84.37226199999999
3032,Appalachian Insurance Services,OPERATIONAL,"3441 East 1st Street, Blue Ridge",34.8675804,-84.3215597
3033,Gilmer County Farm Bureau,OPERATIONAL,Ellijay,34.6948076,-84.4821498
3034,BB&T Insurance Services,OPERATIONAL,"2800 Scenic Drive, Blue Ridge",34.8726501,-84.3275395
3035,Alfa Insurance,OPERATIONAL,"10081 Blue Ridge Drive, Blue Ridge",34.8750457,-84.32178569999999
3036,Farmers Insurance - Donald Curtis,OPERATIONAL,"4195 East 1st Street, Blue Ridge",34.873916,-84.3102954
3037,Appalachian Title,OPERATIONAL,"4805 Old Highway 76, Blue Ridge",34.8729746,-84.3018282
