,agency_name,agency_status,agency_address,agency_latitude,agency_longitude
243,Sam Clinkscales Jr Agency,OPERATIONAL,"1516 Clinkscales Road, Blakely",31.3927124,-84.8555429
244,Andrew Avery Insurance Inc,OPERATIONAL,"218 South West Street B, Bainbridge",30.90456799999999,-84.5766213
245,Progressive Insurance,OPERATIONAL,"2425 Westgate Drive Ste 131, Albany",31.603645,-84.210875
246,Horace Mann Insurance Co,OPERATIONAL,"429 Westview Lane, Camilla",31.22129469999999,-84.2179067
247,Southern Providers Agency,OPERATIONAL,"41 west Oakland Street, Camilla",31.231251,-84.21117740000001
248,Dover-Rock Insurors,OPERATIONAL,"20 South Harney Street, Camilla",31.230469,-84.20846209999998
249,South Georgia Insurance Agency,OPERATIONAL,"130 Mc Laughlin Street Southwest, Pelham",31.126590000000004,-84.152874
250,Karen Luthman - Aflac Insurance Agent,OPERATIONAL,"3206 Wexford Drive, Albany",31.60987899999999,-84.234085
251,Ricky D Jackson Insurance Agency,OPERATIONAL,"Across from Walgreens, 2418 Sylvester Road # 4, Albany",31.57406420000001,-84.08979790000001
252,SunTrust,OPERATIONAL,"410 West Broad Avenue, Albany",31.576491100000002,-84.1576517
253,SunTrust,OPERATIONAL,"710 North Westover Boulevard, Albany",31.615319500000002,-84.2223776
254,Henry Harris: Allstate Insurance,OPERATIONAL,"217 Johnson Road Ste G, Albany",31.57128429999999,-84.0915493
255,Louis Powell Agency,OPERATIONAL,"1718 Gillionville Road, Albany",31.581020799999997,-84.1933031
256,Mutual Of Omaha,OPERATIONAL,"6214 Thigpen Trail, Doerun",31.2881078,-83.9720371
257,Liberty Mutual Auto Insurance,OPERATIONAL,"207 West Broad Avenue, Doerun",31.3194642,-83.9186251
258,"Steve Russell Agency, LLC",OPERATIONAL,"5902 Curtis Street, Albany",31.50560720000001,-84.22123100000002
259,Marvin Gibson: Allstate Insurance,OPERATIONAL,"1509A Dawson Road, Albany",31.58862759999999,-84.18671379999998
260,Steve Perrine - State Farm Insurance Agent,OPERATIONAL,"537 North Westover Boulevard, Albany",31.60726789999999,-84.22294659999999
261,Woodmen of the World Insurance,OPERATIONAL,"159 Royale Road, Moultrie",31.228217200000003,-83.82201690000001
262,Pro Insurance,OPERATIONAL,"321 North Main Street, Moultrie",31.1836717,-83.78930030000001
263,Primerica,OPERATIONAL,"1216 Dawson Road #113, Albany",31.58515790000001,-84.18281529999999
264,SunTrust,OPERATIONAL,"200 John Howard Way, Tifton",31.4560549,-83.51241230000001
265,Alfa Insurance - Christina Morrell Agency,OPERATIONAL,"621 Virginia Avenue North Ste 4-B, Tifton",31.4629278,-83.5264035
266,Cotton States Insurance,OPERATIONAL,"114 West 12th Street A, Tifton",31.46359229999999,-83.50824940000001
267,Insurance Unlimited,OPERATIONAL,"602 Tift Avenue, Tifton",31.4575832,-83.5063583
268,Brian York: Allstate Insurance,OPERATIONAL,"162 South Virginia Avenue, Tifton",31.453843,-83.5278173
269,Rountree Realty & Insurance,OPERATIONAL,"41 South Robinson Street, Lenox",31.271103000000004,-83.464738
270,Skip Hill & Associates,OPERATIONAL,"1476 Carpenter Road, Tifton",31.464815500000004,-83.5036818
271,Nationwide Insurance: Steve Allen Martin,OPERATIONAL,"311 West 12th Street Suite 1, Tifton",31.4651452,-83.51094570000001
272,Georgia Farm Bureau,OPERATIONAL,Tifton,31.45046290000001,-83.5084973
273,Hilliard Financial Services,OPERATIONAL,"215 Central Avenue, Tifton",31.455646299999998,-83.50991490000001
274,"Sumner Agency, Inc.",OPERATIONAL,"718 2nd Street West, Tifton",31.457359000000004,-83.521529
275,Custard Insurance Adjusters,OPERATIONAL,"1810 U.S. 41, Tifton",31.471731400000003,-83.51915279999999
276,Nationwide Insurance: Coleman Agency Inc.,OPERATIONAL,"210 West 6th Street, Tifton",31.458852,-83.5117891
277,Gary Kincaid Insurance,OPERATIONAL,"1009 Central Avenue, Tifton",31.4625076,-83.5072423
278,Lee Stallings Jr - State Farm Insurance Agent,OPERATIONAL,"114 N, Dogwood Drive, Nashville",31.209131300000003,-83.25461609999998
279,Heard Dyane,OPERATIONAL,"116 South Hutchinson Avenue, Adel",31.13643309999999,-83.42342339999998
280,Health Benefits Association,OPERATIONAL,"1504 Barneyville Road, Sparks",31.223914299999997,-83.4768787
281,BB&T Insurance Services,OPERATIONAL,"119 South Parrish Avenue, Adel",31.1366173,-83.4219944
282,P & P Insurance,OPERATIONAL,"310 3rd Street West, Tifton",31.452748,-83.5167699
283,BB&T Insurance Services,OPERATIONAL,"211 Virginia Avenue North, Tifton",31.4588167,-83.52646829999998
284,Georgia Farm Bureau,OPERATIONAL,"417 West Walker Street #4807, Douglas",31.5174276,-82.8549115
285,Meeks Insurance Agency Inc,OPERATIONAL,"800 North Madison Avenue, Douglas",31.5163103,-82.84905520000001
286,Acceptance Insurance,OPERATIONAL,"715 West Ward Street, Douglas",31.509502100000002,-82.8589092
287,Allstate Insurance Agency,OPERATIONAL,"711 North Madison Avenue, Douglas",31.51564609999999,-82.84954859999998
288,Griffin Insurance,OPERATIONAL,"506 West Ward Street, Douglas",31.5089011,-82.85629569999998
289,Nationwide Insurance: Paul D Hutcheson,OPERATIONAL,"517 North Peterson Avenue S, Douglas",31.5138365,-82.85087340000001
290,"Tanner Insurance Agency, Inc.",OPERATIONAL,"319 South Madison Avenue Ste C, Douglas",31.505752,-82.8496779
291,Mc Crary-Daniels Insurance,OPERATIONAL,"120 North Madison Avenue, Douglas",31.50980589999999,-82.8493288
292,"Jowers Insurance Agency, LLC",OPERATIONAL,"105 West Walker Street, Douglas",31.517307000000002,-82.851171
293,New York Life,OPERATIONAL,"404 Westgreen Road, Douglas",31.511110499999997,-82.8295062
294,Moore Cannon & Co,OPERATIONAL,"912 North Madison Avenue, Douglas",31.517938,-82.84899999999998
295,Earl Mayo - COUNTRY Financial representative,OPERATIONAL,"1010 North Madison Avenue, Douglas",31.51940579999999,-82.8490324
296,Gay Barbara,OPERATIONAL,"319 South Madison Avenue Ste C, Douglas",31.505752,-82.8496779
297,Hennesy Insurance Agency,OPERATIONAL,"711 North Madison Avenue, Douglas",31.5156535,-82.8495587
298,Portier Insurance Agency,OPERATIONAL,"113 North Irwin Avenue, Ocilla",31.59503699999999,-83.250109
299,Graham Farms Insurance,OPERATIONAL,"108 South Madison Avenue, Douglas",31.5087001,-82.8497166
300,AllState Insurance Agency,OPERATIONAL,"826 Peterson Avenue South, Douglas",31.498667699999995,-82.85076090000001
301,Horace Mann Insurance Co,OPERATIONAL,"405 North Dixon Street, Alma",31.5457234,-82.4684625
302,John Hughes - State Farm Insurance Agent,OPERATIONAL,"710 South Dixon Street, Alma",31.5349643,-82.46533509999998
303,David Osburn Insurance Agency,OPERATIONAL,"1014 Satilla Boulevard, Waycross",31.21687869999999,-82.33948790000001
304,Herrin Aldridge Insurance Agency,OPERATIONAL,"2052 Brunswick Highway, Waycross",31.2049455,-82.3294834
305,Direct Auto Insurance,OPERATIONAL,"3408 Georgia 38, Blackshear",31.301589899999996,-82.246667
306,Boyds Insurance Service,OPERATIONAL,"130 West Walnut Street, Jesup",31.606680100000002,-81.88202829999999
307,Bennett Insurance,OPERATIONAL,"U.S. 84, Blackshear",31.299353200000002,-82.2476743
308,New York Life,OPERATIONAL,"192 East Cherry Street, Jesup",31.6036441,-81.88148580000001
309,WoodmenLife,OPERATIONAL,"434 Picric Street, Brunswick",31.222257899999995,-81.51664629999998
310,Penny Galbreath - Aflac Insurance Agent,OPERATIONAL,"485 Harper Street, Jesup",31.59050149999999,-81.8834238
311,David Earl Keith - State Farm Insurance Agent,OPERATIONAL,"107 West Plum Street, Jesup",31.604256,-81.88456130000002
312,Parker Kaufman Insurance,OPERATIONAL,"513 Gloucester Street, Brunswick",31.149482,-81.49433690000001
313,The Hawthorne Agency Real Estate & Insurance,OPERATIONAL,"2483 Demere Road Suite 201, St. Simons Island",31.1611021,-81.39496940000001
314,Phillip Kidd Financial,OPERATIONAL,"1108 North Way, Darien",31.379062,-81.43310559999998
315,Nationwide Insurance: Gregory Patrick Hawthorne,OPERATIONAL,"100 Sylvan Boulevard # 230, St. Simons Island",31.186429800000003,-81.377676
316,BB&T Insurance Services,OPERATIONAL,"818 South 1st Street, Jesup",31.602887199999998,-81.8971593
317,Farmers Insurance - John Jones,OPERATIONAL,"4420 Altama Avenue STE 52, Brunswick",31.192146299999997,-81.48325200000001
318,Golden Isles Captive Insurance,OPERATIONAL,"146 Shore Rush Drive, St. Simons Island",31.188844399999997,-81.36633189999998
319,Allied Auto Insurance,OPERATIONAL,"346 County Road 47, Shorterville",31.5666372,-85.09981909999998
320,Opportunity Tax Service,OPERATIONAL,"866 Blakely Street, Cuthbert",31.7705179,-84.7892483
321,CJ Hester Inc - Dothan,OPERATIONAL,"381 West Holiday Drive, Abbeville",31.669660999999998,-85.112034
322,Sandra Rowe - State Farm Insurance Agent,OPERATIONAL,"489 Stonewall Street Southeast, Dawson",31.7670772,-84.44583999999998
323,R D Smith Insurance Inc,OPERATIONAL,"138 South Main Street, Dawson",31.77308879999999,-84.44662340000001
324,Allstate Insurance Agency,OPERATIONAL,"214 East Lee Street, Dawson",31.773811900000002,-84.4459747
325,Georgia Farm Bureau,OPERATIONAL,"44 Court Street, Morgan",31.537996500000002,-84.5989182
326,Insurance Center the Southeast,OPERATIONAL,Abbeville,31.571741499999998,-85.24978929999997
327,Strategic Wealth Group LLC,OPERATIONAL,"171 South Cuthbert Street, Colquitt",31.1719038,-84.7347295
328,Dozier Insurance Agency,OPERATIONAL,"470 East Lee Street, Dawson",31.773824100000002,-84.4435838
329,Georgia Farm Bureau,OPERATIONAL,"145 Robert B Lee Drive, Leesburg",31.72024609999999,-84.16859280000001
330,SunTrust,OPERATIONAL,"1559 U.S. Highway 19 South, Leesburg",31.631336800000003,-84.1761625
331,J Smith Lanier & Co,OPERATIONAL,"611 Pointe North Boulevard, Albany",31.610396500000004,-84.22642309999998
332,Welforce,OPERATIONAL,"2301 Dawson Road # 2, Albany",31.603894,-84.20424899999998
333,Reid Mathis: Allstate Insurance,OPERATIONAL,"1111 Whispering Pines Road, Albany",31.6052025,-84.1772151
334,The Family Agency,OPERATIONAL,"1712 Gillionville Road, Albany",31.580992499999997,-84.19220829999998
335,Auto-Owners Insurance Co,OPERATIONAL,"2415 Westgate Drive, Albany",31.60465199999999,-84.20955819999998
336,"Toole Budget Insurance Agency, Inc.",OPERATIONAL,"1301 North Slappey Boulevard, Albany",31.594829600000004,-84.1763199
337,Henry Brian,OPERATIONAL,"608 North Slappey Boulevard, Albany",31.585216100000004,-84.17587950000001
338,Fleming & Riles Insurance,OPERATIONAL,"636 Pointe North Boulevard, Albany",31.61235,-84.2250335
339,Evans Jenelle,OPERATIONAL,"803 North Slappey Boulevard # A, Albany",31.58833060000001,-84.1763802
340,Copelan Insurance,OPERATIONAL,"2401 North Slappey Boulevard, Albany",31.609191,-84.176225
341,Lee Affordable Insurance LLC,OPERATIONAL,"1481 U.S. 19, Leesburg",31.637321999999998,-84.1754156
342,Bobby Underwood - State Farm Insurance Agent,OPERATIONAL,"2305 Village Green Court, Albany",31.608767200000003,-84.2087141
343,Independent Adjusters Inc,OPERATIONAL,"1511 West 3rd Avenue #105, Albany",31.5911886,-84.18650579999998
344,DWB Insurance the Muggridge Family,OPERATIONAL,"1148 Dawson Road, Albany",31.58390459999999,-84.18055
345,Farmers Agency Inc,OPERATIONAL,"114 North Johnson Street, Ashburn",31.707513,-83.650497
346,Ford Insurance Inc,OPERATIONAL,"110 South Isabella Street, Sylvester",31.524113899999996,-83.83809769999998
347,Worth Insurance,OPERATIONAL,"126 North Isabella Street, Sylvester",31.527126199999998,-83.8376533
348,Doles Agency Inc,OPERATIONAL,"135 Carpenter Road, Ashburn",31.695247700000003,-83.8385708
349,Fred Loya Insurance,OPERATIONAL,"262 Cordele Road, Albany",31.578967600000002,-84.08669470000002
350,Rutherford Insurance,OPERATIONAL,"401 North Grant Street, Fitzgerald",31.718610100000003,-83.25274999999998
351,Taylor Towson Agency,OPERATIONAL,"207 South Cherry Street, Ocilla",31.5927604,-83.2495397
352,Whidden Insurance,OPERATIONAL,"105 Ocilla Highway, Fitzgerald",31.705341100000002,-83.25277009999998
353,Nationwide Insurance: Steve Allen Martin,OPERATIONAL,"207 South Grant Street, Fitzgerald",31.7132719,-83.2530731
354,Walt Gordon - State Farm Insurance Agent,OPERATIONAL,"127 South Main Street, Fitzgerald",31.71370989999999,-83.2546525
355,Taylor Towson & Braddy Insurance,OPERATIONAL,"409 South Grant Street, Fitzgerald",31.710649,-83.25324599999999
356,Will Flowers Investment Advisor Flowers Financial Group IFG Of South Georgia,OPERATIONAL,"1476 Carpenter Road South, Tifton",31.4629838,-83.5471192
357,Southern Marketing,OPERATIONAL,"502 South Main Street, Fitzgerald",31.710062100000005,-83.25399879999998
358,The Sutton Insurance Agency,OPERATIONAL,"801 Baldwin Drive, Tifton",31.46324999999999,-83.51766769999998
359,Chance Veazey - State Farm Insurance Agent,OPERATIONAL,"1601 U.S. 41, Tifton",31.470591100000004,-83.51866079999998
360,BB&T Insurance Services,OPERATIONAL,Douglas,31.509074,-82.85005319999998
361,New York Life,OPERATIONAL,"1149 West Roanoke Drive, Fitzgerald",31.706128999999997,-83.28857099999998
362,W L Hall & Associates,OPERATIONAL,"212 Peterson Avenue South, Douglas",31.50770499999999,-82.850213
363,Georgia Farm Bureau,OPERATIONAL,"1782 Martin Luther King Junior Avenue, Baxley",31.7790058,-82.34311199999998
364,Cotton States Insurance Co,OPERATIONAL,Alma,31.5394202,-82.4623536
365,Advantage South,OPERATIONAL,"134 GA Hwy 32, Bypass, Alma",31.539091499999998,-82.4722621
366,"Bennett, Bennett & Johnson Insurance Agency",OPERATIONAL,"414 South Dixon Street, Alma",31.5386794,-82.46800549999998
367,Farmers Insurance - Lisa Pearce,OPERATIONAL,"395 West Parker Street #8, Baxley",31.7799711,-82.35499740000002
368,"James M. Swain & Associates, Inc.",OPERATIONAL,"11 Harley Street, Baxley",31.785082300000003,-82.3490449
369,Vic Brantley - State Farm Insurance Agent,OPERATIONAL,"485 South Main Street, Baxley",31.771742100000004,-82.35082829999998
370,Jones- Ray Insurance Agency Inc,OPERATIONAL,"513 West 12th Street, Alma",31.5422511,-82.4692743
371,Parker Insurance & Realty Co: Oliver Shawn,OPERATIONAL,"265 South Macon Street, Jesup",31.6044843,-81.88590140000001
372,Shaun O'Quinn - COUNTRY Financial representative,OPERATIONAL,"212 South 1st Street Ste 1, Jesup",31.60615629999999,-81.88684559999999
373,Michael Long - Prudential Financial,OPERATIONAL,"212 South Brunswick Street, Jesup",31.6027283,-81.882589
374,Jesup Insurance Agency,OPERATIONAL,"161 East Cherry Street, Jesup",31.604185700000002,-81.8813761
375,C Bennett & Johnson Insurance,OPERATIONAL,"3349 U.S. 84 #100, Blackshear",31.2993163,-82.24758840000001
376,Bush Insurance,OPERATIONAL,"212 South 1st Street #5, Jesup",31.6060467,-81.8870456
377,Barry Roberts & Associates,OPERATIONAL,"126 NW Central Avenue West, Blackshear",31.30350109999999,-82.24086319999998
378,Joseph Griffis - Prudential Financial,OPERATIONAL,"212 South Brunswick Street, Jesup",31.6027283,-81.882589
379,Jesup Insurance Agency,OPERATIONAL,"204 West Cherry Street, Jesup",31.606583500000003,-81.88434240000001
380,Parker Insurance & Realty Co: Lamb Jimmie Ann,OPERATIONAL,"265 South Macon Street, Jesup",31.6044843,-81.88590140000001
381,Melissa Ray - State Farm Insurance Agent,OPERATIONAL,"119 Ryon Avenue, Hinesville",31.840569,-81.595619
382,Chaldy Insurance,OPERATIONAL,"211 North Walton Street, Darien",31.369661100000002,-81.43485770000001
383,Andy Bennett: Allstate Insurance,OPERATIONAL,"820 West Oglethorpe Highway, Hinesville",31.821539399999995,-81.5993938
384,Padgett Insurance Agency,OPERATIONAL,"11258 Ford Avenue #10, Richmond Hill",31.93331009999999,-81.30020079999998
385,Coastal Underwriters,OPERATIONAL,"426 Eh Court, Brunswick",31.197430800000003,-81.48725870000001
386,Allstate Insurance: Troy Padgett,OPERATIONAL,"11258 Ford Avenue Suite 10, Richmond Hill",31.93308499999999,-81.299976
387,great southern wood preserving,OPERATIONAL,"Great Southern Wood Preserving, Abbeville",31.735823999999997,-85.164084
388,Georgia Farm Bureau,OPERATIONAL,"969 Georgia 50, Georgetown",31.885110100000002,-85.10280959999999
389,Alfa Insurance,OPERATIONAL,"1326A South Eufaula Avenue, Eufaula",31.876445399999998,-85.1521599
390,Mott John,OPERATIONAL,"630 East Broad Street, Eufaula",31.893192100000004,-85.13532839999998
391,Wildfire Aftermarket Services Inc,OPERATIONAL,"518 East Barbour Street, Eufaula",31.8918604,-85.1376968
392,Pam Freeman - State Farm Insurance Agent,OPERATIONAL,"322 East Barbour Street, Eufaula",31.891789199999998,-85.14130949999998
393,Glover Agency LLC,OPERATIONAL,"145 East Broad Street, Eufaula",31.8927814,-85.1441601
394,New York Life,OPERATIONAL,"201 East Broad Street, Eufaula",31.892648600000005,-85.144199
395,Insurance Services-Terrell C,OPERATIONAL,"163 South Main Street, Dawson",31.772966999999998,-84.4469519
396,Georgia Farm Bureau,OPERATIONAL,"107 Main Street, Lumpkin",32.0500716,-84.7949625
397,Alfa Insurance - Mike Trull Agency,OPERATIONAL,"2831 Ledo Road b1, Albany",31.623131,-84.215164
398,Luckie Insurance,OPERATIONAL,"1277 U.S. 82, Leesburg",31.635312100000004,-84.24478719999998
399,Shugart Sam F,OPERATIONAL,"1704 Gillionville Road, Albany",31.581002,-84.19135399999998
400,Abacus Group,OPERATIONAL,"2541 Lafayette Plaza Drive, Albany",31.611841,-84.22209900000001
401,Jerome Hubbard Sr - State Farm Insurance Agent,OPERATIONAL,"431 Pine Avenue, Albany",31.578737,-84.15869599999998
402,Bentley Carson Memorial Funeral Home,OPERATIONAL,"305 West 16th Avenue, Cordele",31.963219,-83.785341
403,Nationwide Insurance: Steve Allen Martin,OPERATIONAL,"106 7th Street North Ste L, Cordele",31.96940469999999,-83.78237209999998
404,State Farm Insurance,OPERATIONAL,"142 North Gordon Street, Ashburn",31.707189500000002,-83.6527213
405,DDHT Insurors,OPERATIONAL,"701 16th Avenue East, Cordele",31.963966499999998,-83.77254980000001
406,Kevin Eledge - Aflac Insurance Agent,OPERATIONAL,"2931 Moultrie Road, Albany",31.49889539999999,-84.0373525
407,Alexander & Co,OPERATIONAL,"420 North Ridge Avenue, Tifton",31.458957,-83.51266899999999
408,Farmers Insurance - Angelia Jacobs,OPERATIONAL,"604 Fleming Road, Cordele",31.9631265,-83.7680912
409,Cowan Insurance,OPERATIONAL,"107 South Main Street, Fitzgerald",31.714402399999997,-83.25471560000003
410,Daniel Cowan - COUNTRY Financial representative,OPERATIONAL,"107 South Main Street, Fitzgerald",31.7144141,-83.25471970000001
411,StateFarm Ocilla,OPERATIONAL,"113 East 4th Street, Ocilla",31.5940103,-83.24995539999998
412,Farmers Insurance - Alecia McKinley,OPERATIONAL,"106 7th Avenue East, Pitts",31.944560499999998,-83.53981189999998
413,Allstate Personal Financial Representative: Douglas Perkins,OPERATIONAL,"462 Old Prison Camp Road, McRae-Helena",31.9774549,-82.92671109999998
414,Mc Lendon-Reynolds Insurance,OPERATIONAL,"15 Southwest Railroad Street, Hazlehurst",31.8672924,-82.5988465
415,K & L Assurance Delivery LLC,OPERATIONAL,"761 Cross Road, Douglas",31.556467100000003,-82.80774770000001
416,Allstate Insurance Agency,OPERATIONAL,"90 South Tallahassee Street, Hazlehurst",31.86216289999999,-82.6032568
417,David Johnson,OPERATIONAL,"90 South Tallahassee Street, Hazlehurst",31.8620827,-82.60322070000001
418,Cotton States Insurance,OPERATIONAL,"113 South Tallahassee Street, Hazlehurst",31.8601433,-82.6043684
419,Cain Agency Inc.,OPERATIONAL,"113 South Tallahassee Street, Hazlehurst",31.860152399999997,-82.6043597
420,Modern Woodmen of America,OPERATIONAL,"501 North Peterson Avenue, Douglas",31.513468300000003,-82.8508591
421,Jerry M Rowland Insurance Services,OPERATIONAL,"21 Shelly Rentz Road, Hazlehurst",31.8658098,-82.62787430000002
422,Rentz & Rentz Insurance,OPERATIONAL,"453 South Main Street, Baxley",31.772033899999997,-82.350717
423,"Kauger Insurance Group, Inc.",OPERATIONAL,"100 South Main Street, Baxley",31.777120299999996,-82.3492335
424,Jon Wheeler - COUNTRY Financial representative,OPERATIONAL,"118 Azalea Road Ste 5, Baxley",31.78510669999999,-82.36261499999998
425,General Insurance,OPERATIONAL,"395 West Parker Street #8, Baxley",31.77999509999999,-82.35514890000002
426,Boatright Nancy L,OPERATIONAL,"453 South Main Street, Baxley",31.7711154,-82.35131349999997
427,Title Cash,OPERATIONAL,"338 East Parker Street, Baxley",31.776517699999996,-82.34330279999998
428,Threlkeld Insurance Agency,OPERATIONAL,"604 South Main Street, Glennville",31.930000399999997,-81.9318486
429,Elite Agency,OPERATIONAL,"232 Beach Road, Baxley",31.7768652,-82.36161379999999
430,Central Insurance Agency,OPERATIONAL,"452 West General Screven Way # A, Hinesville",31.8520887,-81.6059143
431,Martin Insurance,OPERATIONAL,"206 North Main Street, Hinesville",31.8492803,-81.595641
432,Joseph Grant - State Farm Insurance Agent,OPERATIONAL,"101 West Oglethorpe Highway, Hinesville",31.8476402,-81.5914315
433,Boyd Insurance Services,OPERATIONAL,"324 North Main Street STE A, Hinesville",31.852352500000002,-81.5947972
434,Georgia Farm Bureau,OPERATIONAL,"562 Elma G Miles Parkway, Hinesville",31.835983000000002,-81.607333
435,DeLoach Insurance Agency,OPERATIONAL,"13 West Main Street, Claxton",32.16145739999999,-81.9055518
436,Parker Insurance & Realty,OPERATIONAL,"265 South Macon Street, Jesup",31.6044843,-81.88590140000001
437,Brown Insurance,OPERATIONAL,"808 West Oglethorpe Highway, Hinesville",31.8221467,-81.5993175
438,Auto Direct General,OPERATIONAL,"456 West General Screven Way, Hinesville",31.852809999999998,-81.60586110000001
439,Richmond Hill Insurance Agency,OPERATIONAL,"2409 U.S. 17 b, Richmond Hill",31.9484043,-81.3127446
440,Tiffany Warnell - State Farm Insurance Agent,OPERATIONAL,"10 Stephens Street, Pembroke",32.13506489999999,-81.6237584
441,Axiom Insurance Agency,OPERATIONAL,"439 West General Screven Way, Hinesville",31.851426,-81.606425
442,Bill Richard - State Farm Insurance Agent,OPERATIONAL,"20 East West Montgomery Cross Road, Savannah",31.999038,-81.1233749
443,GEICO Insurance Agent,OPERATIONAL,"7601 Waters Avenue Suite M, Savannah",32.0032647,-81.1025295
444,Victor P Schutz Iii - Aflac Insurance Agent,OPERATIONAL,"130 Canal Street #602, Pooler",32.131010700000004,-81.2548247
445,William Olmstead - Health Insurance Services,OPERATIONAL,"7505 Waters Avenue, Savannah",32.0046042,-81.10233079999998
446,Gary G Oetgen Insurance,OPERATIONAL,"7505 Waters Avenue # C1, Savannah",32.004365,-81.1028417
447,Mark Eller - COUNTRY Financial representative,OPERATIONAL,"10500 Abercorn Street Ste E, J, Savannah",31.9855765,-81.1313969
448,Imerys,OPERATIONAL,"51 Johnny Mercer Boulevard # A4, Savannah",32.0355084,-81.010932
449,SunTrust,OPERATIONAL,"2505 Abercorn Street, Savannah",32.0530375,-81.0997733
450,SunTrust,OPERATIONAL,"33 Bull Street, Savannah",32.0792598,-81.09199759999998
451,Willis Personal Lines Inc: Stuart Mary,OPERATIONAL,"7 East Congress Street, Savannah",32.0794701,-81.09142729999998
452,Nationwide Insurance: Kingery & Company,OPERATIONAL,"315 Commercial Drive Ste A3, Savannah",32.0043578,-81.10822399999998
453,Love Insurance,OPERATIONAL,"10500 Abercorn Street, Savannah",31.9857159,-81.1316089
454,SunTrust,OPERATIONAL,"215 Main Street, Garden City",32.108234499999995,-81.1474922
455,Marianne L. Fischer: Allstate Insurance,OPERATIONAL,"2250 East Victory Drive Ste 101, Savannah",32.037893100000005,-81.05810819999998
456,First Choice Insurance,OPERATIONAL,"310 East Montgomery Cross Road, Savannah",31.9964321,-81.11321439999998
457,SunTrust,OPERATIONAL,"326 Mall Boulevard, Savannah",32.0034473,-81.11223249999998
458,Remer Lane Insurance,OPERATIONAL,"8401 Waters Avenue, Savannah",31.995381,-81.105508
459,Woodmen of the World Insurance,OPERATIONAL,"1347 South Eufaula Avenue # D3, Eufaula",31.8753985,-85.1511135
460,Quitman County Farm Bureau,OPERATIONAL,"140 Main Street, Georgetown",31.8869038,-85.1084846
461,E W Parish Agency,OPERATIONAL,"339 Broad Street, Richland",32.0898842,-84.6660435
462,Sterling Service Contract Buy Back Program,OPERATIONAL,"518 East Barbour Street, Eufaula",31.8918581,-85.1376861
463,Guest & Associates Inc,OPERATIONAL,"343 Joe Buchanan Road, Plains",32.1344054,-84.3932902
464,State Farm Insurance,OPERATIONAL,"138 South Lee Street, Americus",32.070804700000004,-84.23200229999998
465,Hooks Simmons Insurance,OPERATIONAL,"412 West Lamar Street, Americus",32.0717826,-84.23733979999999
466,Harris Bobby,OPERATIONAL,"427 South Lee Street, Americus",32.06583320000001,-84.2306941
467,The Denham Agency,OPERATIONAL,"506 Tripp Street, Americus",32.0695043,-84.217467
468,William Bailey - State Farm Insurance Agent,OPERATIONAL,"108 West Lamar Street, Americus",32.0720165,-84.2329345
469,Baldwin Agency,OPERATIONAL,"1617 East Lamar Street, Americus",32.067248600000006,-84.20592359999998
470,Reid Mathis: Allstate Insurance,OPERATIONAL,"613 East Lamar Street Ste B, Americus",32.071212,-84.224784
471,Georgia Farm Bureau,OPERATIONAL,"141 Georgia 27, Americus",32.0714779,-84.20247520000002
472,"Merritt Insurance, Investments & Consulting",OPERATIONAL,"112 Ashley Court, Leesburg",31.6661614,-84.26489049999998
473,N Dellinger Agency LLC,OPERATIONAL,"100 3rd Street East, Leesburg",31.7338619,-84.1709559
474,Farmers Insurance - Mercedes Aldridge,OPERATIONAL,"108 Georgia 32 Ste C, Leesburg",31.72083,-84.1732818
475,The Aldridge Agency,OPERATIONAL,"U.S. 19 Bypass, Leesburg",31.72031160000001,-84.1734266
476,Lawrence Brown Insurance Agency,OPERATIONAL,"2537 Lafayette Plaza Drive b, Albany",31.61194299999999,-84.222247
477,Alfa Insurance - Nate Gahman Agency,OPERATIONAL,"1533 U.S. Highway 19 South Ste B, Leesburg",31.6331005,-84.17514059999999
478,Akin-Insurance & Associates,OPERATIONAL,"702 16th Avenue East, Cordele",31.963458299999992,-83.77260140000001
479,Akin Insurance,OPERATIONAL,"101 Union Street, Vienna",32.09151620000001,-83.79612370000001
480,"Denham, Edwards & Foshee Insurance",OPERATIONAL,"1220 East 16th Avenue, Cordele",31.961667900000002,-83.7623658
481,Cape Insurance Services,OPERATIONAL,"1329 East Union Street, Vienna",32.0871938,-83.7701921
482,Sunbelt Properties,OPERATIONAL,"349 Farmers Market Road, Cordele",32.0041543,-83.77464140000001
483,Citizens Agency,OPERATIONAL,"121 N, 121 3rd Street, Vienna",32.0925967,-83.7963695
484,Southern Harvest Annex,OPERATIONAL,"1506 6th Street South, Cordele",31.95433619999999,-83.7808532
485,Partners Benefit Group,OPERATIONAL,"907 17th Avenue East, Cordele",31.9628798,-83.76864410000002
486,Allstate,OPERATIONAL,"121 3rd Street, Vienna",32.09259959999999,-83.79634920000001
487,Catherine Whiddon - COUNTRY Financial representative,OPERATIONAL,"701 Stewart Avenue, Cordele",31.961327500000003,-83.7608813
488,Mike Browning - State Farm Insurance Agent,OPERATIONAL,"719 16th Avenue East, Cordele",31.96400299999999,-83.770927
489,Melody Godfrey - COUNTRY Financial Agency Manager,OPERATIONAL,"915 South Greer Street, Cordele",31.959169699999997,-83.75570570000001
490,Premier Insurance Associates,OPERATIONAL,"710 Pecan Street South, Cordele",31.961843800000004,-83.7655915
