,agency_name,agency_status,agency_address,agency_latitude,agency_longitude
3498,Horace Mann Insurance Co,OPERATIONAL,"405 North Dixon Street, Alma",31.5457234,-82.4684625
3499,Acceptance Insurance,OPERATIONAL,"715 West Ward Street, Douglas",31.5095021,-82.8589092
3500,John Hughes - State Farm Insurance Agent,OPERATIONAL,"710 South Dixon Street, Alma",31.5349643,-82.46533509999999
3501,Nationwide Insurance: Paul D Hutcheson,OPERATIONAL,"517 North Peterson Avenue S, Douglas",31.5138365,-82.8508734
3502,Griffin Insurance,OPERATIONAL,"506 West Ward Street, Douglas",31.5089011,-82.85629569999999
3503,Mc Crary-Daniels Insurance,OPERATIONAL,"120 North Madison Avenue, Douglas",31.50980589999999,-82.8493288
3504,David Johnson,OPERATIONAL,"90 South Tallahassee Street, Hazlehurst",31.8620827,-82.6032207
3505,"Tanner Insurance Agency, Inc.",OPERATIONAL,"319 South Madison Avenue Ste C, Douglas",31.505752,-82.8496779
3506,Cotton States Insurance,OPERATIONAL,"113 South Tallahassee Street, Hazlehurst",31.8601433,-82.6043684
3507,Cain Agency Inc.,OPERATIONAL,"113 South Tallahassee Street, Hazlehurst",31.8601524,-82.6043597
3508,"Jowers Insurance Agency, LLC",OPERATIONAL,"105 West Walker Street, Douglas",31.517307,-82.851171
3509,Cotton States Insurance Co,OPERATIONAL,Alma,31.5394202,-82.4623536
3510,Modern Woodmen of America,OPERATIONAL,"501 North Peterson Avenue, Douglas",31.5134683,-82.8508591
3529,Jerry M Rowland Insurance Services,OPERATIONAL,"21 Shelly Rentz Road, Hazlehurst",31.8658098,-82.62787430000002
3548,Georgia Farm Bureau,OPERATIONAL,"1782 Martin Luther King Junior Avenue, Baxley",31.7790058,-82.34311199999999
3549,"James M. Swain & Associates, Inc.",OPERATIONAL,"11 Harley Street, Baxley",31.7850823,-82.3490449
3550,Vic Brantley - State Farm Insurance Agent,OPERATIONAL,"485 South Main Street, Baxley",31.7717421,-82.35082829999999
3551,Horace Mann Insurance Co,OPERATIONAL,"405 North Dixon Street, Alma",31.5457234,-82.4684625
3552,John Hughes - State Farm Insurance Agent,OPERATIONAL,"710 South Dixon Street, Alma",31.5349643,-82.46533509999999
3553,Allstate Insurance Agency,OPERATIONAL,"90 South Tallahassee Street, Hazlehurst",31.86216289999999,-82.6032568
3554,Rentz & Rentz Insurance,OPERATIONAL,"453 South Main Street, Baxley",31.7720339,-82.350717
3555,"Kauger Insurance Group, Inc.",OPERATIONAL,"100 South Main Street, Baxley",31.7771203,-82.3492335
3556,Cotton States Insurance Co,OPERATIONAL,Alma,31.5394202,-82.4623536
3557,Jon Wheeler - COUNTRY Financial representative,OPERATIONAL,"118 Azalea Road Ste 5, Baxley",31.78510669999999,-82.36261499999999
3558,Advantage South,OPERATIONAL,"134 GA Hwy 32, Bypass, Alma",31.5390915,-82.4722621
3559,General Insurance,OPERATIONAL,"395 West Parker Street #8, Baxley",31.77999509999999,-82.35514890000002
3560,David Johnson,OPERATIONAL,"90 South Tallahassee Street, Hazlehurst",31.8620827,-82.6032207
3561,Cotton States Insurance,OPERATIONAL,"113 South Tallahassee Street, Hazlehurst",31.8601433,-82.6043684
3562,Cain Agency Inc.,OPERATIONAL,"113 South Tallahassee Street, Hazlehurst",31.8601524,-82.6043597
3563,"Bennett, Bennett & Johnson Insurance Agency",OPERATIONAL,"414 South Dixon Street, Alma",31.5386794,-82.46800549999999
3564,Boatright Nancy L,OPERATIONAL,"453 South Main Street, Baxley",31.7711154,-82.35131349999999
3565,Farmers Insurance - Lisa Pearce,OPERATIONAL,"395 West Parker Street #8, Baxley",31.7799711,-82.35499740000002
3566,Title Cash,OPERATIONAL,"338 East Parker Street, Baxley",31.7765177,-82.34330279999999
3567,Meeks Insurance Agency Inc,OPERATIONAL,"800 North Madison Avenue, Douglas",31.5163103,-82.8490552
3586,Modern Woodmen of America,OPERATIONAL,"501 North Peterson Avenue, Douglas",31.5134683,-82.8508591
3605,Georgia Farm Bureau,OPERATIONAL,"1782 Martin Luther King Junior Avenue, Baxley",31.7790058,-82.34311199999999
3606,"James M. Swain & Associates, Inc.",OPERATIONAL,"11 Harley Street, Baxley",31.7850823,-82.3490449
3607,Vic Brantley - State Farm Insurance Agent,OPERATIONAL,"485 South Main Street, Baxley",31.7717421,-82.35082829999999
3608,New York Life,OPERATIONAL,"192 East Cherry Street, Jesup",31.6036441,-81.8814858
3609,David Earl Keith - State Farm Insurance Agent,OPERATIONAL,"107 West Plum Street, Jesup",31.604256,-81.88456130000002
3610,Parker Insurance & Realty Co: Oliver Shawn,OPERATIONAL,"265 South Macon Street, Jesup",31.6044843,-81.8859014
3611,Shaun O'Quinn - COUNTRY Financial representative,OPERATIONAL,"212 South 1st Street Ste 1, Jesup",31.60615629999999,-81.8868456
3612,Michael Long - Prudential Financial,OPERATIONAL,"212 South Brunswick Street, Jesup",31.6027283,-81.882589
3613,Rentz & Rentz Insurance,OPERATIONAL,"453 South Main Street, Baxley",31.7720339,-82.350717
3614,"Kauger Insurance Group, Inc.",OPERATIONAL,"100 South Main Street, Baxley",31.7771203,-82.3492335
3615,Penny Galbreath - Aflac Insurance Agent,OPERATIONAL,"485 Harper Street, Jesup",31.59050149999999,-81.8834238
3616,Threlkeld Insurance Agency,OPERATIONAL,"604 South Main Street, Glennville",31.9300004,-81.9318486
3617,Jon Wheeler - COUNTRY Financial representative,OPERATIONAL,"118 Azalea Road Ste 5, Baxley",31.78510669999999,-82.36261499999999
3618,General Insurance,OPERATIONAL,"395 West Parker Street #8, Baxley",31.77999509999999,-82.35514890000002
3619,Boyds Insurance Service,OPERATIONAL,"130 West Walnut Street, Jesup",31.6066801,-81.8820283
3620,Jesup Insurance Agency,OPERATIONAL,"161 East Cherry Street, Jesup",31.6041857,-81.8813761
3621,Title Cash,OPERATIONAL,"338 East Parker Street, Baxley",31.7765177,-82.34330279999999
3622,Boatright Nancy L,OPERATIONAL,"453 South Main Street, Baxley",31.7711154,-82.35131349999999
3623,Farmers Insurance - Lisa Pearce,OPERATIONAL,"395 West Parker Street #8, Baxley",31.7799711,-82.35499740000002
3624,David Johnson,OPERATIONAL,"90 South Tallahassee Street, Hazlehurst",31.8620827,-82.6032207
3643,Elite Agency,OPERATIONAL,"232 Beach Road, Baxley",31.7768652,-82.3616138
3662,Georgia Farm Bureau,OPERATIONAL,"1782 Martin Luther King Junior Avenue, Baxley",31.7790058,-82.34311199999999
3663,Melissa Ray - State Farm Insurance Agent,OPERATIONAL,"119 Ryon Avenue, Hinesville",31.840569,-81.595619
3664,Central Insurance Agency,OPERATIONAL,"452 West General Screven Way # A, Hinesville",31.8520887,-81.6059143
3665,New York Life,OPERATIONAL,"192 East Cherry Street, Jesup",31.6036441,-81.8814858
3666,Martin Insurance,OPERATIONAL,"206 North Main Street, Hinesville",31.8492803,-81.595641
3667,Joseph Grant - State Farm Insurance Agent,OPERATIONAL,"101 West Oglethorpe Highway, Hinesville",31.8476402,-81.5914315
3668,Boyd Insurance Services,OPERATIONAL,"324 North Main Street STE A, Hinesville",31.8523525,-81.5947972
3669,David Earl Keith - State Farm Insurance Agent,OPERATIONAL,"107 West Plum Street, Jesup",31.604256,-81.88456130000002
3670,Parker Insurance & Realty Co: Oliver Shawn,OPERATIONAL,"265 South Macon Street, Jesup",31.6044843,-81.8859014
3671,Shaun O'Quinn - COUNTRY Financial representative,OPERATIONAL,"212 South 1st Street Ste 1, Jesup",31.60615629999999,-81.8868456
3672,Michael Long - Prudential Financial,OPERATIONAL,"212 South Brunswick Street, Jesup",31.6027283,-81.882589
3673,Georgia Farm Bureau,OPERATIONAL,"562 Elma G Miles Parkway, Hinesville",31.835983,-81.607333
3674,Threlkeld Insurance Agency,OPERATIONAL,"604 South Main Street, Glennville",31.9300004,-81.9318486
3675,Penny Galbreath - Aflac Insurance Agent,OPERATIONAL,"485 Harper Street, Jesup",31.59050149999999,-81.8834238
3676,Boyds Insurance Service,OPERATIONAL,"130 West Walnut Street, Jesup",31.6066801,-81.8820283
3677,Jesup Insurance Agency,OPERATIONAL,"161 East Cherry Street, Jesup",31.6041857,-81.8813761
3678,Jesup Insurance Agency,OPERATIONAL,"204 West Cherry Street, Jesup",31.6065835,-81.8843424
3679,Bush Insurance,OPERATIONAL,"212 South 1st Street #5, Jesup",31.6060467,-81.8870456
3680,Joseph Griffis - Prudential Financial,OPERATIONAL,"212 South Brunswick Street, Jesup",31.6027283,-81.882589
3681,DeLoach Insurance Agency,OPERATIONAL,"13 West Main Street, Claxton",32.16145739999999,-81.9055518
3700,Parker Insurance & Realty,OPERATIONAL,"265 South Macon Street, Jesup",31.6044843,-81.8859014
3719,Padgett Insurance Agency,OPERATIONAL,"11258 Ford Avenue #10, Richmond Hill",31.93331009999999,-81.3002008
3720,Melissa Ray - State Farm Insurance Agent,OPERATIONAL,"119 Ryon Avenue, Hinesville",31.840569,-81.595619
3721,Central Insurance Agency,OPERATIONAL,"452 West General Screven Way # A, Hinesville",31.8520887,-81.6059143
3722,Martin Insurance,OPERATIONAL,"206 North Main Street, Hinesville",31.8492803,-81.595641
3723,Joseph Grant - State Farm Insurance Agent,OPERATIONAL,"101 West Oglethorpe Highway, Hinesville",31.8476402,-81.5914315
3724,Boyd Insurance Services,OPERATIONAL,"324 North Main Street STE A, Hinesville",31.8523525,-81.5947972
3725,New York Life,OPERATIONAL,"192 East Cherry Street, Jesup",31.6036441,-81.8814858
3726,Georgia Farm Bureau,OPERATIONAL,"562 Elma G Miles Parkway, Hinesville",31.835983,-81.607333
3727,David Earl Keith - State Farm Insurance Agent,OPERATIONAL,"107 West Plum Street, Jesup",31.604256,-81.88456130000002
3728,Parker Insurance & Realty Co: Oliver Shawn,OPERATIONAL,"265 South Macon Street, Jesup",31.6044843,-81.8859014
3729,Shaun O'Quinn - COUNTRY Financial representative,OPERATIONAL,"212 South 1st Street Ste 1, Jesup",31.60615629999999,-81.8868456
3730,Michael Long - Prudential Financial,OPERATIONAL,"212 South Brunswick Street, Jesup",31.6027283,-81.882589
3731,Andy Bennett: Allstate Insurance,OPERATIONAL,"820 West Oglethorpe Highway, Hinesville",31.8215394,-81.5993938
3732,Brown Insurance,OPERATIONAL,"808 West Oglethorpe Highway, Hinesville",31.8221467,-81.5993175
3733,Auto Direct General,OPERATIONAL,"456 West General Screven Way, Hinesville",31.85281,-81.60586110000001
3734,Richmond Hill Insurance Agency,OPERATIONAL,"2409 U.S. 17 b, Richmond Hill",31.9484043,-81.3127446
3735,Penny Galbreath - Aflac Insurance Agent,OPERATIONAL,"485 Harper Street, Jesup",31.59050149999999,-81.8834238
3736,Boyds Insurance Service,OPERATIONAL,"130 West Walnut Street, Jesup",31.6066801,-81.8820283
3737,Jesup Insurance Agency,OPERATIONAL,"161 East Cherry Street, Jesup",31.6041857,-81.8813761
3738,Tiffany Warnell - State Farm Insurance Agent,OPERATIONAL,"10 Stephens Street, Pembroke",32.13506489999999,-81.6237584
3757,Axiom Insurance Agency,OPERATIONAL,"439 West General Screven Way, Hinesville",31.851426,-81.606425
3776,Bill Richard - State Farm Insurance Agent,OPERATIONAL,"20 East West Montgomery Cross Road, Savannah",31.999038,-81.1233749
3777,GEICO Insurance Agent,OPERATIONAL,"7601 Waters Avenue Suite M, Savannah",32.0032647,-81.1025295
3778,Victor P Schutz Iii - Aflac Insurance Agent,OPERATIONAL,"130 Canal Street #602, Pooler",32.1310107,-81.2548247
3779,William Olmstead - Health Insurance Services,OPERATIONAL,"7505 Waters Avenue, Savannah",32.0046042,-81.10233079999999
3780,Gary G Oetgen Insurance,OPERATIONAL,"7505 Waters Avenue # C1, Savannah",32.004365,-81.1028417
3781,Mark Eller - COUNTRY Financial representative,OPERATIONAL,"10500 Abercorn Street Ste E, J, Savannah",31.9855765,-81.1313969
3782,Imerys,OPERATIONAL,"51 Johnny Mercer Boulevard # A4, Savannah",32.0355084,-81.010932
3783,Padgett Insurance Agency,OPERATIONAL,"11258 Ford Avenue #10, Richmond Hill",31.93331009999999,-81.3002008
3784,SunTrust,OPERATIONAL,"2505 Abercorn Street, Savannah",32.0530375,-81.0997733
3785,SunTrust,OPERATIONAL,"33 Bull Street, Savannah",32.0792598,-81.0919976
3786,Willis Personal Lines Inc: Stuart Mary,OPERATIONAL,"7 East Congress Street, Savannah",32.0794701,-81.09142729999999
3787,Nationwide Insurance: Kingery & Company,OPERATIONAL,"315 Commercial Drive Ste A3, Savannah",32.0043578,-81.10822399999999
3788,Love Insurance,OPERATIONAL,"10500 Abercorn Street, Savannah",31.9857159,-81.1316089
3789,SunTrust,OPERATIONAL,"215 Main Street, Garden City",32.1082345,-81.1474922
3790,Marianne L. Fischer: Allstate Insurance,OPERATIONAL,"2250 East Victory Drive Ste 101, Savannah",32.0378931,-81.05810819999999
3791,Melissa Ray - State Farm Insurance Agent,OPERATIONAL,"119 Ryon Avenue, Hinesville",31.840569,-81.595619
3792,First Choice Insurance,OPERATIONAL,"310 East Montgomery Cross Road, Savannah",31.9964321,-81.11321439999999
3793,SunTrust,OPERATIONAL,"326 Mall Boulevard, Savannah",32.0034473,-81.11223249999999
3794,Richmond Hill Insurance Agency,OPERATIONAL,"2409 U.S. 17 b, Richmond Hill",31.9484043,-81.3127446
3795,Andy Bennett: Allstate Insurance,OPERATIONAL,"820 West Oglethorpe Highway, Hinesville",31.8215394,-81.5993938
3814,Remer Lane Insurance,OPERATIONAL,"8401 Waters Avenue, Savannah",31.995381,-81.105508
3833,Opportunity Tax Service,OPERATIONAL,"866 Blakely Street, Cuthbert",31.7705179,-84.7892483
3834,Georgia Farm Bureau,OPERATIONAL,"969 Georgia 50, Georgetown",31.8851101,-85.1028096
3835,Glover Agency LLC,OPERATIONAL,"145 East Broad Street, Eufaula",31.8927814,-85.1441601
3836,Allstate Insurance Agency,OPERATIONAL,"214 East Lee Street, Dawson",31.7738119,-84.4459747
3837,Pam Freeman - State Farm Insurance Agent,OPERATIONAL,"322 East Barbour Street, Eufaula",31.8917892,-85.14130949999999
3838,Alfa Insurance,OPERATIONAL,"1326A South Eufaula Avenue, Eufaula",31.8764454,-85.1521599
3839,R D Smith Insurance Inc,OPERATIONAL,"138 South Main Street, Dawson",31.77308879999999,-84.4466234
3840,Wildfire Aftermarket Services Inc,OPERATIONAL,"518 East Barbour Street, Eufaula",31.8918604,-85.1376968
3841,Mott John,OPERATIONAL,"630 East Broad Street, Eufaula",31.8931921,-85.13532839999999
3842,Sandra Rowe - State Farm Insurance Agent,OPERATIONAL,"489 Stonewall Street Southeast, Dawson",31.7670772,-84.44583999999999
3843,New York Life,OPERATIONAL,"201 East Broad Street, Eufaula",31.8926486,-85.144199
3844,CJ Hester Inc - Dothan,OPERATIONAL,"381 West Holiday Drive, Abbeville",31.669661,-85.112034
3845,great southern wood preserving,OPERATIONAL,"Great Southern Wood Preserving, Abbeville",31.735824,-85.164084
3846,Georgia Farm Bureau,OPERATIONAL,"118 School Street Northeast, Morgan",31.537835,-84.5989874
3847,Woodmen of the World Insurance,OPERATIONAL,"1347 South Eufaula Avenue # D3, Eufaula",31.8753985,-85.1511135
3848,Quitman County Farm Bureau,OPERATIONAL,"140 Main Street, Georgetown",31.8869038,-85.1084846
3849,Allied Auto Insurance,OPERATIONAL,"346 County Road 47, Shorterville",31.5666372,-85.09981909999999
3850,Georgia Farm Bureau,OPERATIONAL,"44 Court Street, Morgan",31.5379965,-84.5989182
3851,E W Parish Agency,OPERATIONAL,"339 Broad Street, Richland",32.0898842,-84.6660435
3852,Sterling Service Contract Buy Back Program,OPERATIONAL,"518 East Barbour Street, Eufaula",31.8918581,-85.1376861
3871,Guest & Associates Inc,OPERATIONAL,"343 Joe Buchanan Road, Plains",32.1344054,-84.3932902
3885,Progressive Insurance,OPERATIONAL,"2425 Westgate Drive Ste 131, Albany",31.603645,-84.210875
3886,Georgia Farm Bureau,OPERATIONAL,"145 Robert B Lee Drive, Leesburg",31.72024609999999,-84.16859280000001
3887,State Farm Insurance,OPERATIONAL,"138 South Lee Street, Americus",32.0708047,-84.23200229999999
3888,SunTrust,OPERATIONAL,"710 North Westover Boulevard, Albany",31.6153195,-84.2223776
3889,Hooks Simmons Insurance,OPERATIONAL,"412 West Lamar Street, Americus",32.0717826,-84.2373398
3890,Harris Bobby,OPERATIONAL,"427 South Lee Street, Americus",32.06583320000001,-84.2306941
3891,Allstate Insurance Agency,OPERATIONAL,"214 East Lee Street, Dawson",31.7738119,-84.4459747
3892,R D Smith Insurance Inc,OPERATIONAL,"138 South Main Street, Dawson",31.77308879999999,-84.4466234
3893,The Denham Agency,OPERATIONAL,"506 Tripp Street, Americus",32.0695043,-84.217467
3894,Sandra Rowe - State Farm Insurance Agent,OPERATIONAL,"489 Stonewall Street Southeast, Dawson",31.7670772,-84.44583999999999
3895,William Bailey - State Farm Insurance Agent,OPERATIONAL,"108 West Lamar Street, Americus",32.0720165,-84.2329345
3896,Opportunity Tax Service,OPERATIONAL,"866 Blakely Street, Cuthbert",31.7705179,-84.7892483
3897,Baldwin Agency,OPERATIONAL,"1617 East Lamar Street, Americus",32.0672486,-84.20592359999999
3898,Reid Mathis: Allstate Insurance,OPERATIONAL,"613 East Lamar Street Ste B, Americus",32.071212,-84.224784
3899,Georgia Farm Bureau,OPERATIONAL,"141 Georgia 27, Americus",32.0714779,-84.20247520000001
3900,"Merritt Insurance, Investments & Consulting",OPERATIONAL,"112 Ashley Court, Leesburg",31.6661614,-84.26489049999999
3901,N Dellinger Agency LLC,OPERATIONAL,"100 3rd Street East, Leesburg",31.7338619,-84.1709559
3902,Farmers Insurance - Mercedes Aldridge,OPERATIONAL,"108 Georgia 32 Ste C, Leesburg",31.72083,-84.1732818
3903,The Aldridge Agency,OPERATIONAL,"U.S. 19 Bypass, Leesburg",31.72031160000001,-84.1734266
3904,Lawrence Brown Insurance Agency,OPERATIONAL,"2537 Lafayette Plaza Drive b, Albany",31.61194299999999,-84.222247
3923,Independent Adjusters Inc,OPERATIONAL,"1511 West 3rd Avenue #105, Albany",31.5911886,-84.18650579999999
3942,Ricky D Jackson Insurance Agency,OPERATIONAL,"Across from Walgreens, 2418 Sylvester Road # 4, Albany",31.57406420000001,-84.0897979
3943,Progressive Insurance,OPERATIONAL,"2425 Westgate Drive Ste 131, Albany",31.603645,-84.210875
3944,SunTrust,OPERATIONAL,"410 West Broad Avenue, Albany",31.5764911,-84.1576517
3945,Georgia Farm Bureau,OPERATIONAL,"145 Robert B Lee Drive, Leesburg",31.72024609999999,-84.16859280000001
3946,State Farm Insurance,OPERATIONAL,"138 South Lee Street, Americus",32.0708047,-84.23200229999999
3947,SunTrust,OPERATIONAL,"710 North Westover Boulevard, Albany",31.6153195,-84.2223776
3948,SunTrust,OPERATIONAL,"1559 U.S. Highway 19 South, Leesburg",31.6313368,-84.1761625
3949,Hooks Simmons Insurance,OPERATIONAL,"412 West Lamar Street, Americus",32.0717826,-84.2373398
3950,J Smith Lanier & Co,OPERATIONAL,"611 Pointe North Boulevard, Albany",31.6103965,-84.22642309999999
3951,Harris Bobby,OPERATIONAL,"427 South Lee Street, Americus",32.06583320000001,-84.2306941
3952,Marvin Gibson: Allstate Insurance,OPERATIONAL,"1509A Dawson Road, Albany",31.58862759999999,-84.18671379999999
3953,Louis Powell Agency,OPERATIONAL,"1718 Gillionville Road, Albany",31.5810208,-84.1933031
3954,The Denham Agency,OPERATIONAL,"506 Tripp Street, Americus",32.0695043,-84.217467
3955,Reid Mathis: Allstate Insurance,OPERATIONAL,"1111 Whispering Pines Road, Albany",31.6052025,-84.1772151
3956,Welforce,OPERATIONAL,"2301 Dawson Road # 2, Albany",31.603894,-84.20424899999999
3957,Steve Perrine - State Farm Insurance Agent,OPERATIONAL,"537 North Westover Boulevard, Albany",31.60726789999999,-84.2229466
3958,Baldwin Agency,OPERATIONAL,"1617 East Lamar Street, Americus",32.0672486,-84.20592359999999
3959,Alfa Insurance - Mike Trull Agency,OPERATIONAL,"2831 Ledo Road b1, Albany",31.623131,-84.215164
3960,William Bailey - State Farm Insurance Agent,OPERATIONAL,"108 West Lamar Street, Americus",32.0720165,-84.2329345
3961,Alfa Insurance - Nate Gahman Agency,OPERATIONAL,"1533 U.S. Highway 19 South Ste B, Leesburg",31.6331005,-84.1751406
3980,Karen Luthman - Aflac Insurance Agent,OPERATIONAL,"3206 Wexford Drive, Albany",31.60987899999999,-84.234085
3999,Ricky D Jackson Insurance Agency,OPERATIONAL,"Across from Walgreens, 2418 Sylvester Road # 4, Albany",31.57406420000001,-84.0897979
4000,Progressive Insurance,OPERATIONAL,"2425 Westgate Drive Ste 131, Albany",31.603645,-84.210875
4001,Georgia Farm Bureau,OPERATIONAL,"145 Robert B Lee Drive, Leesburg",31.72024609999999,-84.16859280000001
4002,SunTrust,OPERATIONAL,"410 West Broad Avenue, Albany",31.5764911,-84.1576517
4003,State Farm Insurance,OPERATIONAL,"138 South Lee Street, Americus",32.0708047,-84.23200229999999
4004,SunTrust,OPERATIONAL,"710 North Westover Boulevard, Albany",31.6153195,-84.2223776
4005,Bentley Carson Memorial Funeral Home,OPERATIONAL,"305 West 16th Avenue, Cordele",31.963219,-83.785341
4006,SunTrust,OPERATIONAL,"1559 U.S. Highway 19 South, Leesburg",31.6313368,-84.1761625
4007,Nationwide Insurance: Steve Allen Martin,OPERATIONAL,"106 7th Street North Ste L, Cordele",31.96940469999999,-83.78237209999999
4008,Hooks Simmons Insurance,OPERATIONAL,"412 West Lamar Street, Americus",32.0717826,-84.2373398
4009,DDHT Insurors,OPERATIONAL,"701 16th Avenue East, Cordele",31.9639665,-83.7725498
4010,Harris Bobby,OPERATIONAL,"427 South Lee Street, Americus",32.06583320000001,-84.2306941
4011,The Denham Agency,OPERATIONAL,"506 Tripp Street, Americus",32.0695043,-84.217467
4012,Akin-Insurance & Associates,OPERATIONAL,"702 16th Avenue East, Cordele",31.96345829999999,-83.7726014
4013,Akin Insurance,OPERATIONAL,"101 Union Street, Vienna",32.09151620000001,-83.7961237
4014,"Denham, Edwards & Foshee Insurance",OPERATIONAL,"1220 East 16th Avenue, Cordele",31.9616679,-83.7623658
4015,Cape Insurance Services,OPERATIONAL,"1329 East Union Street, Vienna",32.0871938,-83.7701921
4016,Doles Agency Inc,OPERATIONAL,"135 Carpenter Road, Ashburn",31.6952477,-83.8385708
4017,Sunbelt Properties,OPERATIONAL,"349 Farmers Market Road, Cordele",32.0041543,-83.7746414
4018,Reid Mathis: Allstate Insurance,OPERATIONAL,"1111 Whispering Pines Road, Albany",31.6052025,-84.1772151
4037,"Merritt Insurance, Investments & Consulting",OPERATIONAL,"112 Ashley Court, Leesburg",31.6661614,-84.26489049999999
4056,Bentley Carson Memorial Funeral Home,OPERATIONAL,"305 West 16th Avenue, Cordele",31.963219,-83.785341
4057,Nationwide Insurance: Steve Allen Martin,OPERATIONAL,"106 7th Street North Ste L, Cordele",31.96940469999999,-83.78237209999999
4058,Farmers Agency Inc,OPERATIONAL,"114 North Johnson Street, Ashburn",31.707513,-83.650497
4059,DDHT Insurors,OPERATIONAL,"701 16th Avenue East, Cordele",31.9639665,-83.7725498
4060,Cape Insurance Services,OPERATIONAL,"1329 East Union Street, Vienna",32.0871938,-83.7701921
4061,Akin Insurance,OPERATIONAL,"101 Union Street, Vienna",32.09151620000001,-83.7961237
4062,Akin-Insurance & Associates,OPERATIONAL,"702 16th Avenue East, Cordele",31.96345829999999,-83.7726014
4063,"Denham, Edwards & Foshee Insurance",OPERATIONAL,"1220 East 16th Avenue, Cordele",31.9616679,-83.7623658
4064,Citizens Agency,OPERATIONAL,"121 N, 121 3rd Street, Vienna",32.0925967,-83.7963695
4065,Sunbelt Properties,OPERATIONAL,"349 Farmers Market Road, Cordele",32.0041543,-83.7746414
4066,Southern Harvest Annex,OPERATIONAL,"1506 6th Street South, Cordele",31.95433619999999,-83.7808532
4067,Doles Agency Inc,OPERATIONAL,"135 Carpenter Road, Ashburn",31.6952477,-83.8385708
4068,Partners Benefit Group,OPERATIONAL,"907 17th Avenue East, Cordele",31.9628798,-83.76864410000002
4069,Allstate,OPERATIONAL,"121 3rd Street, Vienna",32.09259959999999,-83.7963492
4070,State Farm Insurance,OPERATIONAL,"142 North Gordon Street, Ashburn",31.7071895,-83.6527213
4071,Catherine Whiddon - COUNTRY Financial representative,OPERATIONAL,"701 Stewart Avenue, Cordele",31.9613275,-83.7608813
4072,Mike Browning - State Farm Insurance Agent,OPERATIONAL,"719 16th Avenue East, Cordele",31.96400299999999,-83.770927
4073,Melody Godfrey - COUNTRY Financial Agency Manager,OPERATIONAL,"915 South Greer Street, Cordele",31.9591697,-83.7557057
4074,Premier Insurance Associates,OPERATIONAL,"710 Pecan Street South, Cordele",31.9618438,-83.7655915
4075,New York Life,OPERATIONAL,"1149 West Roanoke Drive, Fitzgerald",31.706129,-83.28857099999999
4094,Allstate Insurance Agent: Larry Brown,OPERATIONAL,"1416 East 16th Avenue unit c, Cordele",31.9609484,-83.75948079999999
4113,Rutherford Insurance,OPERATIONAL,"401 North Grant Street, Fitzgerald",31.7186101,-83.25274999999999
4114,Bentley Carson Memorial Funeral Home,OPERATIONAL,"305 West 16th Avenue, Cordele",31.963219,-83.785341
4115,Nationwide Insurance: Steve Allen Martin,OPERATIONAL,"207 South Grant Street, Fitzgerald",31.7132719,-83.2530731
4116,Farmers Agency Inc,OPERATIONAL,"114 North Johnson Street, Ashburn",31.707513,-83.650497
4117,Whidden Insurance,OPERATIONAL,"105 Ocilla Highway, Fitzgerald",31.7053411,-83.25277009999999
4118,Walt Gordon - State Farm Insurance Agent,OPERATIONAL,"127 South Main Street, Fitzgerald",31.71370989999999,-83.2546525
4119,Nationwide Insurance: Steve Allen Martin,OPERATIONAL,"106 7th Street North Ste L, Cordele",31.96940469999999,-83.78237209999999
4120,Taylor Towson & Braddy Insurance,OPERATIONAL,"409 South Grant Street, Fitzgerald",31.710649,-83.253246
4121,DDHT Insurors,OPERATIONAL,"701 16th Avenue East, Cordele",31.9639665,-83.7725498
4122,Southern Marketing,OPERATIONAL,"502 South Main Street, Fitzgerald",31.7100621,-83.25399879999999
4123,"Denham, Edwards & Foshee Insurance",OPERATIONAL,"1220 East 16th Avenue, Cordele",31.9616679,-83.7623658
4124,Akin-Insurance & Associates,OPERATIONAL,"702 16th Avenue East, Cordele",31.96345829999999,-83.7726014
4125,Farmers Insurance - Alecia McKinley,OPERATIONAL,"106 7th Avenue East, Pitts",31.9445605,-83.53981189999999
4126,New York Life,OPERATIONAL,"1149 West Roanoke Drive, Fitzgerald",31.706129,-83.28857099999999
4127,Partners Benefit Group,OPERATIONAL,"907 17th Avenue East, Cordele",31.9628798,-83.76864410000002
4128,State Farm Insurance,OPERATIONAL,"142 North Gordon Street, Ashburn",31.7071895,-83.6527213
4129,Catherine Whiddon - COUNTRY Financial representative,OPERATIONAL,"701 Stewart Avenue, Cordele",31.9613275,-83.7608813
4130,Sunbelt Properties,OPERATIONAL,"349 Farmers Market Road, Cordele",32.0041543,-83.7746414
4131,Southern Harvest Annex,OPERATIONAL,"1506 6th Street South, Cordele",31.95433619999999,-83.7808532
4132,"Clemmons Agency, Inc.",OPERATIONAL,"119 Commerce Street, Hawkinsville",32.2832453,-83.467956
4151,Flint Area Abstract & Title Co,OPERATIONAL,"146 Twin Pines Road, Cordele",31.9758715,-83.69858479999999
4170,Rutherford Insurance,OPERATIONAL,"401 North Grant Street, Fitzgerald",31.7186101,-83.25274999999999
4171,Nationwide Insurance: Steve Allen Martin,OPERATIONAL,"207 South Grant Street, Fitzgerald",31.7132719,-83.2530731
4172,Whidden Insurance,OPERATIONAL,"105 Ocilla Highway, Fitzgerald",31.7053411,-83.25277009999999
