,Unnamed: 0,agency_name,agency_status,agency_address,agency_latitude,agency_longitude,latlng,city,state,county
270,270,Skip Hill & Associates,OPERATIONAL,"1476 Carpenter Road, Tifton",31.4648155,-83.5036818,"31.464815500000004,-83.5036818",Tifton,Georgia,Tift County
271,271,Nationwide Insurance: Steve Allen Martin,OPERATIONAL,"311 West 12th Street Suite 1, Tifton",31.4651452,-83.5109457,"31.4651452,-83.51094570000002",Tifton,Georgia,Tift County
272,272,Georgia Farm Bureau,OPERATIONAL,Tifton,31.4504629,-83.5084973,"31.45046290000001,-83.5084973",Tifton,Georgia,Tift County
273,273,Hilliard Financial Services,OPERATIONAL,"215 Central Avenue, Tifton",31.4556463,-83.5099149,"31.4556463,-83.50991490000001",Tifton,Georgia,Tift County
274,274,"Sumner Agency, Inc.",OPERATIONAL,"718 2nd Street West, Tifton",31.457359,-83.521529,"31.457359000000004,-83.521529",Tifton,Georgia,Tift County
275,275,Custard Insurance Adjusters,OPERATIONAL,"1810 U.S. 41, Tifton",31.4717314,-83.5191528,"31.471731400000003,-83.51915279999999",Tifton,Georgia,Tift County
276,276,Nationwide Insurance: Coleman Agency Inc.,OPERATIONAL,"210 West 6th Street, Tifton",31.458852,-83.5117891,"31.458852,-83.5117891",Tifton,Georgia,Tift County
277,277,Gary Kincaid Insurance,OPERATIONAL,"1009 Central Avenue, Tifton",31.4625076,-83.5072423,"31.4625076,-83.5072423",Tifton,Georgia,Tift County
278,278,Lee Stallings Jr - State Farm Insurance Agent,OPERATIONAL,"114 N, Dogwood Drive, Nashville",31.2091313,-83.2546161,"31.209131300000006,-83.25461609999998",Nashville,Georgia,Berrien County
279,279,Heard Dyane,OPERATIONAL,"116 South Hutchinson Avenue, Adel",31.1364331,-83.4234234,"31.13643309999999,-83.42342339999998",Adel,Georgia,Cook County
280,280,Health Benefits Association,OPERATIONAL,"1504 Barneyville Road, Sparks",31.2239143,-83.4768787,"31.2239143,-83.4768787",Sparks,Georgia,Cook County
281,281,BB&T Insurance Services,OPERATIONAL,"119 South Parrish Avenue, Adel",31.1366173,-83.4219944,"31.1366173,-83.4219944",Adel,Georgia,Cook County
282,282,P & P Insurance,OPERATIONAL,"310 3rd Street West, Tifton",31.452748,-83.5167699,"31.452748,-83.5167699",Tifton,Georgia,Tift County
283,283,BB&T Insurance Services,OPERATIONAL,"211 Virginia Avenue North, Tifton",31.4588167,-83.5264683,"31.4588167,-83.52646829999998",Tifton,Georgia,Tift County
284,284,Georgia Farm Bureau,OPERATIONAL,"417 West Walker Street #4807, Douglas",31.5174276,-82.8549115,"31.5174276,-82.8549115",Douglas,Georgia,Coffee County
285,285,Meeks Insurance Agency Inc,OPERATIONAL,"800 North Madison Avenue, Douglas",31.5163103,-82.8490552,"31.5163103,-82.84905520000002",Douglas,Georgia,Coffee County
286,286,Acceptance Insurance,OPERATIONAL,"715 West Ward Street, Douglas",31.5095021,-82.8589092,"31.5095021,-82.8589092",Douglas,Georgia,Coffee County
287,287,Allstate Insurance Agency,OPERATIONAL,"711 North Madison Avenue, Douglas",31.5156461,-82.8495486,"31.51564609999999,-82.84954859999998",Douglas,Georgia,Coffee County
288,288,Griffin Insurance,OPERATIONAL,"506 West Ward Street, Douglas",31.5089011,-82.8562957,"31.5089011,-82.85629569999998",Douglas,Georgia,Coffee County
289,289,Nationwide Insurance: Paul D Hutcheson,OPERATIONAL,"517 North Peterson Avenue S, Douglas",31.5138365,-82.8508734,"31.5138365,-82.85087340000003",Douglas,Georgia,Coffee County
290,290,"Tanner Insurance Agency, Inc.",OPERATIONAL,"319 South Madison Avenue Ste C, Douglas",31.505752,-82.8496779,"31.505752,-82.8496779",Douglas,Georgia,Coffee County
291,291,Mc Crary-Daniels Insurance,OPERATIONAL,"120 North Madison Avenue, Douglas",31.5098059,-82.8493288,"31.50980589999999,-82.8493288",Douglas,Georgia,Coffee County
292,292,"Jowers Insurance Agency, LLC",OPERATIONAL,"105 West Walker Street, Douglas",31.517307,-82.851171,"31.517307,-82.851171",Douglas,Georgia,Coffee County
293,293,New York Life,OPERATIONAL,"404 Westgreen Road, Douglas",31.5111105,-82.8295062,"31.5111105,-82.8295062",Douglas,Georgia,Coffee County
294,294,Moore Cannon & Co,OPERATIONAL,"912 North Madison Avenue, Douglas",31.517938,-82.849,"31.517938,-82.84899999999998",Douglas,Georgia,Coffee County
295,295,Earl Mayo - COUNTRY Financial representative,OPERATIONAL,"1010 North Madison Avenue, Douglas",31.5194058,-82.8490324,"31.51940579999999,-82.8490324",Douglas,Georgia,Coffee County
296,296,Gay Barbara,OPERATIONAL,"319 South Madison Avenue Ste C, Douglas",31.505752,-82.8496779,"31.505752,-82.8496779",Douglas,Georgia,Coffee County
297,297,Hennesy Insurance Agency,OPERATIONAL,"711 North Madison Avenue, Douglas",31.5156535,-82.8495587,"31.5156535,-82.8495587",Douglas,Georgia,Coffee County
298,298,Portier Insurance Agency,OPERATIONAL,"113 North Irwin Avenue, Ocilla",31.595037,-83.250109,"31.59503699999999,-83.250109",Ocilla,Georgia,Irwin County
299,299,Graham Farms Insurance,OPERATIONAL,"108 South Madison Avenue, Douglas",31.5087001,-82.8497166,"31.5087001,-82.8497166",Douglas,Georgia,Coffee County
300,300,AllState Insurance Agency,OPERATIONAL,"826 Peterson Avenue South, Douglas",31.4986677,-82.8507609,"31.498667699999995,-82.85076090000003",Douglas,Georgia,Coffee County
301,301,Horace Mann Insurance Co,OPERATIONAL,"405 North Dixon Street, Alma",31.5457234,-82.4684625,"31.5457234,-82.4684625",Alma,Georgia,Bacon County
302,302,John Hughes - State Farm Insurance Agent,OPERATIONAL,"710 South Dixon Street, Alma",31.5349643,-82.4653351,"31.5349643,-82.46533509999998",Alma,Georgia,Bacon County
303,303,David Osburn Insurance Agency,OPERATIONAL,"1014 Satilla Boulevard, Waycross",31.2168787,-82.3394879,"31.21687869999999,-82.33948790000002",Waycross,Georgia,Ware County
304,304,Herrin Aldridge Insurance Agency,OPERATIONAL,"2052 Brunswick Highway, Waycross",31.2049455,-82.3294834,"31.2049455,-82.3294834",Waycross,Georgia,Ware County
305,305,Direct Auto Insurance,OPERATIONAL,"3408 Georgia 38, Blackshear",31.3015899,-82.246667,"31.3015899,-82.246667",Blackshear,Georgia,Pierce County
306,306,Boyds Insurance Service,OPERATIONAL,"130 West Walnut Street, Jesup",31.6066801,-81.8820283,"31.6066801,-81.88202829999999",Jesup,Georgia,Wayne County
307,307,Bennett Insurance,OPERATIONAL,"U.S. 84, Blackshear",31.2993532,-82.2476743,"31.2993532,-82.2476743",Blackshear,Georgia,Pierce County
308,308,New York Life,OPERATIONAL,"192 East Cherry Street, Jesup",31.6036441,-81.8814858,"31.6036441,-81.88148580000002",Jesup,Georgia,Wayne County
309,309,WoodmenLife,OPERATIONAL,"434 Picric Street, Brunswick",31.2222579,-81.5166463,"31.222257899999995,-81.51664629999998",Brunswick,Georgia,Glynn County
310,310,Penny Galbreath - Aflac Insurance Agent,OPERATIONAL,"485 Harper Street, Jesup",31.5905015,-81.8834238,"31.59050149999999,-81.8834238",Jesup,Georgia,Wayne County
311,311,David Earl Keith - State Farm Insurance Agent,OPERATIONAL,"107 West Plum Street, Jesup",31.604256,-81.8845613,"31.604256,-81.88456130000002",Jesup,Georgia,Wayne County
312,312,Parker Kaufman Insurance,OPERATIONAL,"513 Gloucester Street, Brunswick",31.149482,-81.4943369,"31.149482,-81.49433690000002",Brunswick,Georgia,Glynn County
313,313,The Hawthorne Agency Real Estate & Insurance,OPERATIONAL,"2483 Demere Road Suite 201, St. Simons Island",31.1611021,-81.3949694,"31.1611021,-81.39496940000002",St. Simons Island,Georgia,Glynn County
314,314,Phillip Kidd Financial,OPERATIONAL,"1108 North Way, Darien",31.379062,-81.4331056,"31.379062,-81.43310559999998",Darien,Georgia,McIntosh County
315,315,Nationwide Insurance: Gregory Patrick Hawthorne,OPERATIONAL,"100 Sylvan Boulevard # 230, St. Simons Island",31.1864298,-81.377676,"31.186429800000006,-81.377676",St. Simons Island,Georgia,Glynn County
316,316,BB&T Insurance Services,OPERATIONAL,"818 South 1st Street, Jesup",31.6028872,-81.8971593,"31.6028872,-81.8971593",Jesup,Georgia,Wayne County
317,317,Farmers Insurance - John Jones,OPERATIONAL,"4420 Altama Avenue STE 52, Brunswick",31.1921463,-81.483252,"31.1921463,-81.48325200000002",Brunswick,Georgia,Glynn County
318,318,Golden Isles Captive Insurance,OPERATIONAL,"146 Shore Rush Drive, St. Simons Island",31.1888444,-81.3663319,"31.1888444,-81.36633189999998",St. Simons Island,Georgia,Glynn County
319,319,Allied Auto Insurance,OPERATIONAL,"346 County Road 47, Shorterville",31.5666372,-85.0998191,"31.5666372,-85.09981909999998",Shorterville,Alabama,Henry County
320,320,Opportunity Tax Service,OPERATIONAL,"866 Blakely Street, Cuthbert",31.7705179,-84.7892483,"31.7705179,-84.7892483",Cuthbert,Georgia,Randolph County
321,321,CJ Hester Inc - Dothan,OPERATIONAL,"381 West Holiday Drive, Abbeville",31.669661,-85.112034,"31.669661,-85.112034",Abbeville,Alabama,Henry County
322,322,Sandra Rowe - State Farm Insurance Agent,OPERATIONAL,"489 Stonewall Street Southeast, Dawson",31.7670772,-84.44584,"31.7670772,-84.44583999999998",Dawson,Georgia,Terrell County
323,323,R D Smith Insurance Inc,OPERATIONAL,"138 South Main Street, Dawson",31.7730888,-84.4466234,"31.77308879999999,-84.44662340000002",Dawson,Georgia,Terrell County
324,324,Allstate Insurance Agency,OPERATIONAL,"214 East Lee Street, Dawson",31.7738119,-84.4459747,"31.7738119,-84.4459747",Dawson,Georgia,Terrell County
325,325,Georgia Farm Bureau,OPERATIONAL,"44 Court Street, Morgan",31.5379965,-84.5989182,"31.5379965,-84.5989182",Morgan,Georgia,Calhoun County
326,326,Insurance Center the Southeast,OPERATIONAL,Abbeville,31.5717415,-85.2497893,"31.5717415,-85.24978929999997",Abbeville,Alabama,Henry County
327,327,Strategic Wealth Group LLC,OPERATIONAL,"171 South Cuthbert Street, Colquitt",31.1719038,-84.7347295,"31.1719038,-84.7347295",Colquitt,Georgia,Miller County
328,328,Dozier Insurance Agency,OPERATIONAL,"470 East Lee Street, Dawson",31.7738241,-84.4435838,"31.7738241,-84.4435838",Dawson,Georgia,Terrell County
329,329,Georgia Farm Bureau,OPERATIONAL,"145 Robert B Lee Drive, Leesburg",31.7202461,-84.1685928,"31.72024609999999,-84.16859280000001",Leesburg,Georgia,Lee County
330,330,SunTrust,OPERATIONAL,"1559 U.S. Highway 19 South, Leesburg",31.6313368,-84.1761625,"31.631336800000003,-84.1761625",Leesburg,Georgia,Lee County
331,331,J Smith Lanier & Co,OPERATIONAL,"611 Pointe North Boulevard, Albany",31.6103965,-84.2264231,"31.610396500000004,-84.22642309999998",Albany,Georgia,Dougherty County
332,332,Welforce,OPERATIONAL,"2301 Dawson Road # 2, Albany",31.603894,-84.204249,"31.603894,-84.20424899999998",Albany,Georgia,Dougherty County
333,333,Reid Mathis: Allstate Insurance,OPERATIONAL,"1111 Whispering Pines Road, Albany",31.6052025,-84.1772151,"31.6052025,-84.1772151",Albany,Georgia,Dougherty County
334,334,The Family Agency,OPERATIONAL,"1712 Gillionville Road, Albany",31.5809925,-84.1922083,"31.5809925,-84.19220829999998",Albany,Georgia,Dougherty County
335,335,Auto-Owners Insurance Co,OPERATIONAL,"2415 Westgate Drive, Albany",31.604652,-84.2095582,"31.60465199999999,-84.20955819999998",Albany,Georgia,Dougherty County
336,336,"Toole Budget Insurance Agency, Inc.",OPERATIONAL,"1301 North Slappey Boulevard, Albany",31.5948296,-84.1763199,"31.594829600000004,-84.1763199",Albany,Georgia,Dougherty County
337,337,Henry Brian,OPERATIONAL,"608 North Slappey Boulevard, Albany",31.5852161,-84.1758795,"31.585216100000004,-84.17587950000002",Albany,Georgia,Dougherty County
338,338,Fleming & Riles Insurance,OPERATIONAL,"636 Pointe North Boulevard, Albany",31.61235,-84.2250335,"31.61235,-84.2250335",Albany,Georgia,Dougherty County
339,339,Evans Jenelle,OPERATIONAL,"803 North Slappey Boulevard # A, Albany",31.5883306,-84.1763802,"31.58833060000001,-84.1763802",Albany,Georgia,Dougherty County
340,340,Copelan Insurance,OPERATIONAL,"2401 North Slappey Boulevard, Albany",31.609191,-84.176225,"31.609191,-84.176225",Albany,Georgia,Dougherty County
341,341,Lee Affordable Insurance LLC,OPERATIONAL,"1481 U.S. 19, Leesburg",31.637322,-84.1754156,"31.637322,-84.1754156",Leesburg,Georgia,Lee County
342,342,Bobby Underwood - State Farm Insurance Agent,OPERATIONAL,"2305 Village Green Court, Albany",31.6087672,-84.2087141,"31.608767200000006,-84.2087141",Albany,Georgia,Dougherty County
343,343,Independent Adjusters Inc,OPERATIONAL,"1511 West 3rd Avenue #105, Albany",31.5911886,-84.1865058,"31.5911886,-84.18650579999998",Albany,Georgia,Dougherty County
344,344,DWB Insurance the Muggridge Family,OPERATIONAL,"1148 Dawson Road, Albany",31.5839046,-84.18055,"31.58390459999999,-84.18055",Albany,Georgia,Dougherty County
345,345,Farmers Agency Inc,OPERATIONAL,"114 North Johnson Street, Ashburn",31.707513,-83.650497,"31.707513,-83.650497",Ashburn,Georgia,Turner County
346,346,Ford Insurance Inc,OPERATIONAL,"110 South Isabella Street, Sylvester",31.5241139,-83.8380977,"31.5241139,-83.83809769999998",Sylvester,Georgia,Worth County
347,347,Worth Insurance,OPERATIONAL,"126 North Isabella Street, Sylvester",31.5271262,-83.8376533,"31.5271262,-83.8376533",Sylvester,Georgia,Worth County
348,348,Doles Agency Inc,OPERATIONAL,"135 Carpenter Road, Ashburn",31.6952477,-83.8385708,"31.695247700000003,-83.8385708",Ashburn,Georgia,Worth County
349,349,Fred Loya Insurance,OPERATIONAL,"262 Cordele Road, Albany",31.5789676,-84.0866947,"31.5789676,-84.08669470000002",Albany,Georgia,Dougherty County
350,350,Rutherford Insurance,OPERATIONAL,"401 North Grant Street, Fitzgerald",31.7186101,-83.25275,"31.718610100000006,-83.25274999999998",Fitzgerald,Georgia,Ben Hill County
351,351,Taylor Towson Agency,OPERATIONAL,"207 South Cherry Street, Ocilla",31.5927604,-83.2495397,"31.5927604,-83.2495397",Ocilla,Georgia,Irwin County
352,352,Whidden Insurance,OPERATIONAL,"105 Ocilla Highway, Fitzgerald",31.7053411,-83.2527701,"31.7053411,-83.25277009999998",Fitzgerald,Georgia,Ben Hill County
353,353,Nationwide Insurance: Steve Allen Martin,OPERATIONAL,"207 South Grant Street, Fitzgerald",31.7132719,-83.2530731,"31.7132719,-83.2530731",Fitzgerald,Georgia,Ben Hill County
354,354,Walt Gordon - State Farm Insurance Agent,OPERATIONAL,"127 South Main Street, Fitzgerald",31.7137099,-83.2546525,"31.71370989999999,-83.2546525",Fitzgerald,Georgia,Ben Hill County
355,355,Taylor Towson & Braddy Insurance,OPERATIONAL,"409 South Grant Street, Fitzgerald",31.710649,-83.253246,"31.710649,-83.25324599999998",Fitzgerald,Georgia,Ben Hill County
356,356,Will Flowers Investment Advisor Flowers Financial Group IFG Of South Georgia,OPERATIONAL,"1476 Carpenter Road South, Tifton",31.4629838,-83.5471192,"31.4629838,-83.5471192",Tifton,Georgia,Tift County
357,357,Southern Marketing,OPERATIONAL,"502 South Main Street, Fitzgerald",31.7100621,-83.2539988,"31.710062100000005,-83.25399879999998",Fitzgerald,Georgia,Ben Hill County
358,358,The Sutton Insurance Agency,OPERATIONAL,"801 Baldwin Drive, Tifton",31.46325,-83.5176677,"31.46324999999999,-83.51766769999998",Tifton,Georgia,Tift County
359,359,Chance Veazey - State Farm Insurance Agent,OPERATIONAL,"1601 U.S. 41, Tifton",31.4705911,-83.5186608,"31.470591100000004,-83.51866079999998",Tifton,Georgia,Tift County
360,360,BB&T Insurance Services,OPERATIONAL,Douglas,31.509074,-82.8500532,"31.509074,-82.85005319999998",Douglas,Georgia,Coffee County
361,361,New York Life,OPERATIONAL,"1149 West Roanoke Drive, Fitzgerald",31.706129,-83.288571,"31.706129,-83.28857099999998",Fitzgerald,Georgia,Ben Hill County
362,362,W L Hall & Associates,OPERATIONAL,"212 Peterson Avenue South, Douglas",31.507705,-82.850213,"31.50770499999999,-82.850213",Douglas,Georgia,Coffee County
363,363,Georgia Farm Bureau,OPERATIONAL,"1782 Martin Luther King Junior Avenue, Baxley",31.7790058,-82.343112,"31.7790058,-82.34311199999998",Baxley,Georgia,Appling County
364,364,Cotton States Insurance Co,OPERATIONAL,Alma,31.5394202,-82.4623536,"31.5394202,-82.4623536",Alma,Georgia,Bacon County
365,365,Advantage South,OPERATIONAL,"134 GA Hwy 32, Bypass, Alma",31.5390915,-82.4722621,"31.5390915,-82.4722621",Alma,Georgia,Bacon County
366,366,"Bennett, Bennett & Johnson Insurance Agency",OPERATIONAL,"414 South Dixon Street, Alma",31.5386794,-82.4680055,"31.5386794,-82.46800549999998",Alma,Georgia,Bacon County
367,367,Farmers Insurance - Lisa Pearce,OPERATIONAL,"395 West Parker Street #8, Baxley",31.7799711,-82.3549974,"31.7799711,-82.35499740000002",Baxley,Georgia,Appling County
368,368,"James M. Swain & Associates, Inc.",OPERATIONAL,"11 Harley Street, Baxley",31.7850823,-82.3490449,"31.785082300000006,-82.3490449",Baxley,Georgia,Appling County
369,369,Vic Brantley - State Farm Insurance Agent,OPERATIONAL,"485 South Main Street, Baxley",31.7717421,-82.3508283,"31.771742100000004,-82.35082829999998",Baxley,Georgia,Appling County
370,370,Jones- Ray Insurance Agency Inc,OPERATIONAL,"513 West 12th Street, Alma",31.5422511,-82.4692743,"31.5422511,-82.4692743",Alma,Georgia,Bacon County
371,371,Parker Insurance & Realty Co: Oliver Shawn,OPERATIONAL,"265 South Macon Street, Jesup",31.6044843,-81.8859014,"31.6044843,-81.88590140000002",Jesup,Georgia,Wayne County
372,372,Shaun O'Quinn - COUNTRY Financial representative,OPERATIONAL,"212 South 1st Street Ste 1, Jesup",31.6061563,-81.8868456,"31.60615629999999,-81.88684559999999",Jesup,Georgia,Wayne County
373,373,Michael Long - Prudential Financial,OPERATIONAL,"212 South Brunswick Street, Jesup",31.6027283,-81.882589,"31.6027283,-81.882589",Jesup,Georgia,Wayne County
374,374,Jesup Insurance Agency,OPERATIONAL,"161 East Cherry Street, Jesup",31.6041857,-81.8813761,"31.6041857,-81.8813761",Jesup,Georgia,Wayne County
375,375,C Bennett & Johnson Insurance,OPERATIONAL,"3349 U.S. 84 #100, Blackshear",31.2993163,-82.2475884,"31.2993163,-82.24758840000001",Blackshear,Georgia,Pierce County
376,376,Bush Insurance,OPERATIONAL,"212 South 1st Street #5, Jesup",31.6060467,-81.8870456,"31.6060467,-81.8870456",Jesup,Georgia,Wayne County
377,377,Barry Roberts & Associates,OPERATIONAL,"126 NW Central Avenue West, Blackshear",31.3035011,-82.2408632,"31.30350109999999,-82.24086319999998",Blackshear,Georgia,Pierce County
378,378,Joseph Griffis - Prudential Financial,OPERATIONAL,"212 South Brunswick Street, Jesup",31.6027283,-81.882589,"31.6027283,-81.882589",Jesup,Georgia,Wayne County
379,379,Jesup Insurance Agency,OPERATIONAL,"204 West Cherry Street, Jesup",31.6065835,-81.8843424,"31.606583500000006,-81.88434240000002",Jesup,Georgia,Wayne County
380,380,Parker Insurance & Realty Co: Lamb Jimmie Ann,OPERATIONAL,"265 South Macon Street, Jesup",31.6044843,-81.8859014,"31.6044843,-81.88590140000002",Jesup,Georgia,Wayne County
381,381,Melissa Ray - State Farm Insurance Agent,OPERATIONAL,"119 Ryon Avenue, Hinesville",31.840569,-81.595619,"31.840569,-81.595619",Hinesville,Georgia,Liberty County
382,382,Chaldy Insurance,OPERATIONAL,"211 North Walton Street, Darien",31.3696611,-81.4348577,"31.3696611,-81.43485770000002",Darien,Georgia,McIntosh County
383,383,Andy Bennett: Allstate Insurance,OPERATIONAL,"820 West Oglethorpe Highway, Hinesville",31.8215394,-81.5993938,"31.821539399999995,-81.5993938",Hinesville,Georgia,Liberty County
384,384,Padgett Insurance Agency,OPERATIONAL,"11258 Ford Avenue #10, Richmond Hill",31.9333101,-81.3002008,"31.93331009999999,-81.30020079999998",Richmond Hill,Georgia,Bryan County
385,385,Coastal Underwriters,OPERATIONAL,"426 Eh Court, Brunswick",31.1974308,-81.4872587,"31.197430800000006,-81.48725870000001",Brunswick,Georgia,Glynn County
386,386,Allstate Insurance: Troy Padgett,OPERATIONAL,"11258 Ford Avenue Suite 10, Richmond Hill",31.933085,-81.299976,"31.93308499999999,-81.299976",Richmond Hill,Georgia,Bryan County
387,387,great southern wood preserving,OPERATIONAL,"Great Southern Wood Preserving, Abbeville",31.735824,-85.164084,"31.735824,-85.164084",Abbeville,Alabama,Henry County
388,388,Georgia Farm Bureau,OPERATIONAL,"969 Georgia 50, Georgetown",31.8851101,-85.1028096,"31.8851101,-85.10280959999999",Georgetown,Georgia,Quitman County
389,389,Alfa Insurance,OPERATIONAL,"1326A South Eufaula Avenue, Eufaula",31.8764454,-85.1521599,"31.8764454,-85.1521599",Eufaula,Alabama,Barbour County
390,390,Mott John,OPERATIONAL,"630 East Broad Street, Eufaula",31.8931921,-85.1353284,"31.893192100000004,-85.13532839999998",Eufaula,Alabama,Barbour County
391,391,Wildfire Aftermarket Services Inc,OPERATIONAL,"518 East Barbour Street, Eufaula",31.8918604,-85.1376968,"31.8918604,-85.1376968",Eufaula,Alabama,Barbour County
392,392,Pam Freeman - State Farm Insurance Agent,OPERATIONAL,"322 East Barbour Street, Eufaula",31.8917892,-85.1413095,"31.8917892,-85.14130949999998",Eufaula,Alabama,Barbour County
393,393,Glover Agency LLC,OPERATIONAL,"145 East Broad Street, Eufaula",31.8927814,-85.1441601,"31.8927814,-85.1441601",Eufaula,Alabama,Barbour County
394,394,New York Life,OPERATIONAL,"201 East Broad Street, Eufaula",31.8926486,-85.144199,"31.892648600000005,-85.144199",Eufaula,Alabama,Barbour County
395,395,Insurance Services-Terrell C,OPERATIONAL,"163 South Main Street, Dawson",31.772967,-84.4469519,"31.772967,-84.4469519",Dawson,Georgia,Terrell County
396,396,Georgia Farm Bureau,OPERATIONAL,"107 Main Street, Lumpkin",32.0500716,-84.7949625,"32.0500716,-84.7949625",Lumpkin,Georgia,Stewart County
397,397,Alfa Insurance - Mike Trull Agency,OPERATIONAL,"2831 Ledo Road b1, Albany",31.623131,-84.215164,"31.623131,-84.215164",Albany,Georgia,Lee County
398,398,Luckie Insurance,OPERATIONAL,"1277 U.S. 82, Leesburg",31.6353121,-84.2447872,"31.635312100000004,-84.24478719999998",Leesburg,Georgia,Lee County
399,399,Shugart Sam F,OPERATIONAL,"1704 Gillionville Road, Albany",31.581002,-84.191354,"31.581002,-84.19135399999998",Albany,Georgia,Dougherty County
400,400,Abacus Group,OPERATIONAL,"2541 Lafayette Plaza Drive, Albany",31.611841,-84.222099,"31.611841,-84.22209900000001",Albany,Georgia,Dougherty County
401,401,Jerome Hubbard Sr - State Farm Insurance Agent,OPERATIONAL,"431 Pine Avenue, Albany",31.578737,-84.158696,"31.578737,-84.15869599999998",Albany,Georgia,Dougherty County
402,402,Bentley Carson Memorial Funeral Home,OPERATIONAL,"305 West 16th Avenue, Cordele",31.963219,-83.785341,"31.963219,-83.785341",Cordele,Georgia,Crisp County
403,403,Nationwide Insurance: Steve Allen Martin,OPERATIONAL,"106 7th Street North Ste L, Cordele",31.9694047,-83.7823721,"31.96940469999999,-83.78237209999998",Cordele,Georgia,Crisp County
404,404,State Farm Insurance,OPERATIONAL,"142 North Gordon Street, Ashburn",31.7071895,-83.6527213,"31.7071895,-83.6527213",Ashburn,Georgia,Turner County
405,405,DDHT Insurors,OPERATIONAL,"701 16th Avenue East, Cordele",31.9639665,-83.7725498,"31.9639665,-83.77254980000002",Cordele,Georgia,Crisp County
406,406,Kevin Eledge - Aflac Insurance Agent,OPERATIONAL,"2931 Moultrie Road, Albany",31.4988954,-84.0373525,"31.49889539999999,-84.0373525",Albany,Georgia,Dougherty County
407,407,Alexander & Co,OPERATIONAL,"420 North Ridge Avenue, Tifton",31.458957,-83.512669,"31.458957,-83.51266899999997",Tifton,Georgia,Tift County
408,408,Farmers Insurance - Angelia Jacobs,OPERATIONAL,"604 Fleming Road, Cordele",31.9631265,-83.7680912,"31.9631265,-83.7680912",Cordele,Georgia,Crisp County
409,409,Cowan Insurance,OPERATIONAL,"107 South Main Street, Fitzgerald",31.7144024,-83.2547156,"31.7144024,-83.25471560000003",Fitzgerald,Georgia,Ben Hill County
410,410,Daniel Cowan - COUNTRY Financial representative,OPERATIONAL,"107 South Main Street, Fitzgerald",31.7144141,-83.2547197,"31.7144141,-83.25471970000002",Fitzgerald,Georgia,Ben Hill County
411,411,StateFarm Ocilla,OPERATIONAL,"113 East 4th Street, Ocilla",31.5940103,-83.2499554,"31.5940103,-83.24995539999998",Ocilla,Georgia,Irwin County
412,412,Farmers Insurance - Alecia McKinley,OPERATIONAL,"106 7th Avenue East, Pitts",31.9445605,-83.5398119,"31.9445605,-83.53981189999998",Pitts,Georgia,Wilcox County
413,413,Allstate Personal Financial Representative: Douglas Perkins,OPERATIONAL,"462 Old Prison Camp Road, McRae-Helena",31.9774549,-82.9267111,"31.9774549,-82.92671109999998",McRae-Helena,Georgia,Telfair County
414,414,Mc Lendon-Reynolds Insurance,OPERATIONAL,"15 Southwest Railroad Street, Hazlehurst",31.8672924,-82.5988465,"31.8672924,-82.5988465",Hazlehurst,Georgia,Jeff Davis County
415,415,K & L Assurance Delivery LLC,OPERATIONAL,"761 Cross Road, Douglas",31.5564671,-82.8077477,"31.556467100000006,-82.80774770000002",Douglas,Georgia,Coffee County
416,416,Allstate Insurance Agency,OPERATIONAL,"90 South Tallahassee Street, Hazlehurst",31.8621629,-82.6032568,"31.86216289999999,-82.6032568",Hazlehurst,Georgia,Jeff Davis County
417,417,David Johnson,OPERATIONAL,"90 South Tallahassee Street, Hazlehurst",31.8620827,-82.6032207,"31.8620827,-82.60322070000002",Hazlehurst,Georgia,Jeff Davis County
418,418,Cotton States Insurance,OPERATIONAL,"113 South Tallahassee Street, Hazlehurst",31.8601433,-82.6043684,"31.8601433,-82.6043684",Hazlehurst,Georgia,Jeff Davis County
419,419,Cain Agency Inc.,OPERATIONAL,"113 South Tallahassee Street, Hazlehurst",31.8601524,-82.6043597,"31.8601524,-82.6043597",Hazlehurst,Georgia,Jeff Davis County
420,420,Modern Woodmen of America,OPERATIONAL,"501 North Peterson Avenue, Douglas",31.5134683,-82.8508591,"31.513468300000003,-82.8508591",Douglas,Georgia,Coffee County
421,421,Jerry M Rowland Insurance Services,OPERATIONAL,"21 Shelly Rentz Road, Hazlehurst",31.8658098,-82.6278743,"31.8658098,-82.62787430000002",Hazlehurst,Georgia,Jeff Davis County
422,422,Rentz & Rentz Insurance,OPERATIONAL,"453 South Main Street, Baxley",31.7720339,-82.350717,"31.7720339,-82.350717",Baxley,Georgia,Appling County
423,423,"Kauger Insurance Group, Inc.",OPERATIONAL,"100 South Main Street, Baxley",31.7771203,-82.3492335,"31.7771203,-82.3492335",Baxley,Georgia,Appling County
424,424,Jon Wheeler - COUNTRY Financial representative,OPERATIONAL,"118 Azalea Road Ste 5, Baxley",31.7851067,-82.362615,"31.78510669999999,-82.36261499999998",Baxley,Georgia,Appling County
425,425,General Insurance,OPERATIONAL,"395 West Parker Street #8, Baxley",31.7799951,-82.3551489,"31.77999509999999,-82.35514890000002",Baxley,Georgia,Appling County
426,426,Boatright Nancy L,OPERATIONAL,"453 South Main Street, Baxley",31.7711154,-82.3513135,"31.7711154,-82.35131349999997",Baxley,Georgia,Appling County
427,427,Title Cash,OPERATIONAL,"338 East Parker Street, Baxley",31.7765177,-82.3433028,"31.7765177,-82.34330279999998",Baxley,Georgia,Appling County
